# minor-the-eye-opened · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 0e13cd32e023a62ae38aa24b277b9f070ae4f81362a07bbb0531811102862835
# title: El Ojo, Abierto
# nav_label: El Ojo, Abierto
# description: El Ojo, Abierto (The Eye, Opened), arcano menor de Stonetop: una llave blanca de los Hacedores que abre tu ojo interior para ver las mentes y las auras.
PAGE	519
H3	¿Una… llave?
P	<i>mágico</i>, <i>aterrador</i>
P	Escondida en algún tesoro de los Hacedores (Makers) hay una cosa blanca y reluciente, como una llave, supongo, pero no una llave concreta, sino más bien la <i>idea</i> de ser llave. Duele mirarla directamente; te hace consciente de tu propia carne moribunda.
P	No eres tú quien desvela los misterios de esta llave, sino ella la que te abre a ti. Pero solo si…
C	… dominas tu miedo y te obligas a tocarla.
C	… aguantas firme mientras te sacude la mente y el alma, negándote a soltarla.
C	… pasas unas semanas soportando migrañas terribles y destellos de color, aprendiendo a calmar y controlar el nuevo ojo de tu mente.
H3	El Ojo, Abierto
P	Cuando <b><i>pasas unos minutos meditando en silencio y abriendo el ojo de tu mente</i></b>, aparece en tu frente como un punto de luz resplandeciente. La materia y la energía comunes se te vuelven tenues e incoloras, pero ves las mentes y las auras con un detalle luminoso.
P	Mientras <b><i>el ojo de tu mente está abierto</i></b>, puedes preguntar al DJ «¿Qué entidades pensantes hay aquí?»
P	y obtener una respuesta sincera.
P	Cuando <b><i>Buscas Indicios mientras el ojo de tu mente</i></b> <b><i>está abierto</i></b>, las preguntas que puedes hacer pasan a ser estas:
B	¿Mienten o intentan engañar?
B	¿Qué sienten de verdad ahora mismo?
B	¿Qué pretenden hacer?
B	¿Qué es lo que más temen de lo que hay aquí?
B	¿Hay algo que controle su mente, sus emociones o sus actos? Y si es así, ¿qué?
P	24
