# minor-aalz-galts-sudden-sinkhole · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: dddc9f4550d97dfde91eebf12358fa1c8a3b03733d52254767714604a256eeb2
# title: Sima Repentina de Aalz Galt
# nav_label: Sima Repentina de Aalz Galt
# description: Sima Repentina de Aalz Galt (Aalz Galt's Sudden Sinkhole), arcano menor de Stonetop: el hechizo de un moldeador de piedra que vacía la tierra bajo un punto y abre una sima oculta.
PAGE	509
H3	Un dormitorio de gigante
P	<i>mágico</i>
P	En una ruina de los Señores de Piedra (Stone Lords) hay una vieja morada que conserva la huella psíquica de su habitante, un moldeador de piedra de considerable habilidad.
P	Cuando <b><i>entras en el dormitorio</i></b>, te abruma una visión de este estudiante inventando su primer hechizo. Puedes aprender este hechizo, pero…
C	… debes tener cierto talento para la magia.
C	… te llevará semanas de exposición y estudio repetidos.
C	… te arriesgas a sufrir daños duraderos en tu físico y tu salud.
H3	Sima Repentina de Aalz Galt
P	Cuando <b><i>cantas una nota retumbante y concentras tu</i></b> <b><i>voluntad en un punto de tierra o piedra</i></b>, marca una debilidad y tira +INT:
P	<b>Con 10+</b>, la tierra o la piedra en la que te concentras permanece intacta, pero la tierra o la piedra que hay debajo se desmorona, se disuelve y se escurre, creando un hueco vacío más o menos tan ancho como lo que abarcan tus brazos y tan hondo como alto eres tú. La superficie parece estable, pero tiende a agrietarse o romperse bajo presión.
P	<b>Con 7-9</b>, el canto funciona como arriba, pero absorbe aún más energía de tu cuerpo. Marca otra debilidad y recibe 2d4 de daño (ignora la armadura).
P	4
