# minor-goldleaf-cloak · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 0ffdc246939001d8a9fe743d0a27e8171dfed39a346cb88c5aef682be0075389
# title: Capa de Hoja Dorada
# nav_label: Capa de Hoja Dorada
# description: Capa de Hoja Dorada (Goldleaf Cloak), arcano menor de Stonetop: una hoja gigante del Roble Dorado curtida como capa que protege tu vitalidad y te devuelve a la vida.
PAGE	517
H3	Una hoja de roble gigante
P	◇, <i>mágico</i>
P	Mide unos 6 pies de largo, cerosa y rígida, y brilla con una iridiscencia dorada. ¿De verdad es una hoja del Roble Dorado (Golden Oak)?
P	Puedes convertir la hoja en una capa maravillosa, pero para ello debes...
C	… aprender los secretos de su confección (de un Fae, de un espíritu de lo salvaje o quizá de un siervo predilecto de Danu).
C	… curtir la hoja con una mezcla de agua de cal, guano de cuervo, el cerebro de un oso cavernario y tu propia sangre.
C	… hacer que un sastre de habilidad <i>excepcional</i> la ajuste exactamente a tus medidas.
H3	Capa de Hoja Dorada
P	◇, <i>abrigado</i>, <i>mágico</i>
P	Cuando <b><i>llevas una capa de hoja dorada que has</i></b> <b><i>curtido tú mismo y que se ha ajustado exactamente</i></b> <b><i>a tus medidas</i></b>, se cumple todo lo siguiente:
B	Eres inmune a los efectos que drenan, roban o extinguen tu vitalidad, tu energía o tu fuerza vital.
B	Eres inmune a los efectos que calman o atenúan tus emociones.
B	Te rodea un constante resplandor dorado (<i>mano</i>, <i>área</i>), que hace casi imposible esconderte.
P	Cuando <b><i>mueres y te entierran en la tierra,</i></b> <b><i>envuelto en tu capa de hoja dorada</i></b>, vuelves a la vida como si te hubieran enterrado entre las raíces del Roble Dorado. Tu capa, sin embargo, se pudre hasta quedar en mantillo y jirones.
