# minor-cold-mind-iron-body · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 2ec884aaa4d10c054e5918043da576e12fc29e02a1fd523c755f1542f1aec28b
# title: Mente Fría, Cuerpo de Hierro
# nav_label: Mente Fría, Cuerpo de Hierro
# description: Mente Fría, Cuerpo de Hierro (Cold Mind, Iron Body), arcano menor de Stonetop: un rosario de cuentas de bronce cuya meditación te permite soportar el frío, el hambre y el agotamiento.
PAGE	526
H3	Un rosario de cuentas de oración
P	◇ <b>,</b> <i>mágico</i><b>,</b> <i>hermoso</i>
P	Un cordón de casi 10 pies de largo, ensartado con cuentas de bronce. Cada cuenta lleva tallado un glifo distinto y una figura en una postura meditativa única.
P	Si pasas los dedos por las cuentas, sientes una sensación de quietud, pero también el peso implacable de un juicio.
P	Para desentrañar los secretos de las cuentas de oración, debes...
C	… descifrar los glifos de los Señores de la Escarcha (Rime Lords) grabados en relieve en las cuentas.
C	… aprender los cánticos meditativos que acompañan a las cuentas (de un tesoro de saber o de alguien que los conozca).
C	… pasar una estación aislado, desnudo y en ayunas, meditando con las cuentas de oración, con el riesgo de sufrir enfermedades, accidentes y desventuras.
H3	Mente Fría, Cuerpo de Hierro
P	Disposición ◇◇◇
P	Cuando <b><i>Refuerzas pasando tu tiempo libre aislado, en ayunas y meditando con las cuentas de oración</i></b>, guarda Disposición (según el movimiento Reforzar).
P	Mientras <b><i>tengas al menos 1 de Disposición</i></b>, solo necesitas una hora de sueño cada noche, puedes soportar el frío sin ropa <i>abrigada</i> y no necesitas consumir suministros ni provisiones al viajar o acampar. Tras unos diez días de una vida tan dura, pierdes 1 de Disposición.
P	Además, puedes gastar 1 de Disposición para:
B	Sumar +1 a cualquier tirada, después de hacerla (máximo +1 por tirada)
B	Borrar una debilidad, o negarte a marcar una
B	Realizar una hazaña de resistencia extrema
B	Ignorar el daño de una fuente de energía elemental (fuego, frío, rayo, etc.)
