# minor-fear-of-the-flame · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: e0036e18eab23510943f7e73c7b546369103b85f2ec11ba048a03f9b327a176e
# title: Miedo a la Llama
# nav_label: Miedo a la Llama
# description: Miedo a la Llama (Fear of the Flame), arcano menor de Stonetop: una alfombra tejida con runas de fuego sobre la que meditas para infundir en los demás el terror a la llama primigenia.
PAGE	512
H3	Una alfombra ricamente tejida
P	◇◇, <i>mágico</i>
P	Desenrollada mide unos 4 pies por 7 y está tejida con dibujos estilizados de fuego y llamas. En el tejido se ven parpadeantes runas de los Hacedores, siempre desenfocadas pero que insinúan poder.
P	Puedes desentrañar los secretos de esta alfombra, pero antes debes…
C	… ser marcado por el fuego, abandonándote al pánico o al dolor de las quemaduras.
C	… después, pasar semanas meditando sobre la alfombra y estudiando las runas, ahora nítidas.
C	… dejar que te queme una llama terrible, negándote a gritar y dominando tu miedo.
H3	Miedo a la Llama
P	Calor: ◇◇◇◇◇◇
P	Cuando <b><i>pasas una hora o así sobre la alfombra, meditando sobre el miedo al fuego que poseen todas</i></b> <b><i>las cosas naturales</i></b>, guardas Terror y marcas 1 de Calor.
P	◇ <b>Terror</b>: Cuando <b><i>desatas el Terror</i></b> <b><i>que guardas</i></b>, todos los que te ven te temen como temerían a la llama primigenia, hasta que pongas fin al efecto.
P	Cuando <b><i>pones fin al efecto</i></b>, tira 1d6. Si sacas menos que tu Calor, borra todo tu Calor y manifiestas dolorosamente una señal permanente de tu conexión con las llamas: una cicatriz con ampollas, piel rojiza, ojos que brillan, un olor sulfuroso, etc.
P	Cuando <b><i>pasa una estación sin que desates</i></b> <b><i>el Terror</i></b>, reduce tu Calor en 1.
