# minor-thunderbolt-bow · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 5146230ac1ac533ed051ae2a06ef4b5a47f8067e52b187ae4c80ad6ad7627690
# title: Arco del Rayo
# nav_label: Arco del Rayo
# description: Arco del Rayo (Thunderbolt Bow), arcano menor de Stonetop: un arco sin cuerda de metal azul pálido que, cargado de rayos, dispara centellas.
PAGE	532
H3	Un arco sin cuerda
P	◇, <i>mágico</i>
P	Un arco plano y corto de metal azul pálido, rígido y con una curva elegante aunque no esté encordado.
P	Ni siquiera tiene muescas donde <i>podrías</i> sujetar una cuerda.
P	Parece de poca utilidad, pero este arco esconde más de lo que parece. Para desentrañar sus misterios, debes…
C	… conseguir un guante de eterio (aetherium) debidamente sintonizado con el arco.
C	… aprender la palabra secreta que activa el arco.
C	… cargar el arco con rayos, arriesgándote a dañar el arco o a dañarte a ti.
C	… pasar unas semanas practicando, con el riesgo de causar toda clase de daños colaterales en el proceso.
H3	Arco del Rayo
P	◇, <i>lejos</i>, <i>contundente</i>, <i>mágico</i>, <i>ruidoso</i>, <i>recarga</i>, ignora la armadura, ◇ de sobra, poca munición, agotado ◇◇
P	Cuando <b><i>pronuncias la palabra secreta</i></b>, el arco se activa y zumba de forma ominosa. Si entonces <b><i>llevas puesto el guante de eterio y agarras donde</i></b> <b><i>debería estar la cuerda</i></b>, aparece una línea de rayo crepitante entre las palas.
P	Cuando <b><i>tensas el rayo</i></b>, se forma una centella donde debería ir la flecha. Se manifiesta en lo que dura una respiración profunda, tras lo cual puedes hacer una Descarga.
P	Debes cargar el arco con rayos para reponer su munición.
P	Cuando <b><i>mantienes tenso el rayo durante al menos</i></b> <b><i>diez respiraciones profundas</i></b>, reduce tu munición. Tu siguiente disparo inflige +1d4 de daño (+<i>área</i>, +<i>peligroso</i>), pero si sacas un doble uno en la Descarga, el arco explota (3d6 de daño, <i>alcance</i>, <i>área</i>, <i>contundente</i>, <i>ruidoso</i>).
