# minor-wishing-candles · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 029c63026acf019365bdb33cfd4907355535799a687e7e6e8149f8c3d322cd89
# title: Velas de los Deseos
# nav_label: Velas de los Deseos
# description: Velas de los Deseos (Wishing Candles), arcano menor de Stonetop: una receta en pergamino para fabricar velas que conceden lo que deseas, a un precio que decide el Dado del Destino.
PAGE	530
H3	Un pergamino de vitela
P	◇, <i>frágil</i>
P	Un pergamino notablemente flexible para su edad, hallado en un tubo de marfil. Lleva un texto en un alfabeto extraño, escrito con una tinta rojo oscuro. También hay diagramas. ¿Será algún tipo de receta? ¿O un hechizo? ¿Quizá ambas cosas?
P	Para desentrañar los secretos de este pergamino, debes…
C	… determinar el origen del pergamino y ser capaz de leer la lengua de su autor.
C	… romper la cifra con la que está codificada la receta.
C	… conseguir los ingredientes insólitos y desagradables de la receta (Valor 1).
C	… pasar unos días practicando el conjuro, con el riesgo de equivocarte en tu primer intento, con resultados potencialmente desastrosos.
H3	Velas de los Deseos
P	Usos: ◇◇◇◇◇
P	Cuando <b><i>pasas unos días siguiendo la desagradable receta del pergamino</i></b> (Valor 1), obtienes 1d4+1
P	Velas de los Deseos.
P	Cuando <b><i>enciendes una Vela de los Deseos y pronuncias el</i></b> <b><i>feo conjuro</i></b>, di qué deseas conseguir:
P	pronto llegará a tus manos. Tira el Dado del Destino para saber el coste. Si era un objeto de Valor 1 o menos, tira dos veces y elige.
P	1d6 coste
P	1 Las cosechas se malogran/se pierden 2d4 de Excedente
P	2 Uno de los recursos o bienes de la aldea se pierde/es robado/queda arruinado/etc.
P	3 Un vecino cae gravemente enfermo o sufre un accidente o una pérdida insólitos
P	4 Sucesos extraños asolan la aldea; se avecina el pánico
P	5-6 Esta vez, ningún coste digno de mención
