# minor-old-mothers-wine · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 2a1fb6bb8a668b001934fcc1a2ed1b87ae5aeb910ca76991fe2a3012dab29ad3
# title: Vino de la Vieja Madre
# nav_label: Vino de la Vieja Madre
# description: Vino de la Vieja Madre (Old Mother's Wine), arcano menor de Stonetop: la receta de un vino de saúco rebosante de magia Fae que te abre los ojos a sus ilusiones y caminos, a cambio de tus recuerdos.
PAGE	509
H3	Un librito extraño
P	<i>frágil</i>
P	Un pequeño manual escrito en lo que parecen hojas flexibles de planta. Está escrito en la escritura común, pero en una secuencia extrañamente poética de sílabas sin sentido.
P	El manual revela la receta de un vino de saúco rebosante de magia Fae, pero para aprender la receta, o bien...
C	… necesitas la ayuda de un poeta Fae, o quizá de alguien del Pueblo del Bosque (Forest Folk); o bien...
C	… te arriesgas a equivocarte con la receta y envenenar o maldecir a quien beba el vino que elabores.
H3	Vino de la Vieja Madre
P	Recuerdos perdidos: ◇◇◇◇◇◇
P	Cuando <b><i>sacrificas un recuerdo a un saúco cargado</i></b> <b><i>de bayas</i></b>, cuéntanos a qué renunciaste. Marca 1 recuerdo perdido y tira 1d6; si sacas menos que tus recuerdos perdidos, cambia tu instinto y borra tus marcas.
P	Cuando <b><i>cosechas las bayas y pasas una estación</i></b> <b><i>elaborando vino con ellas</i></b>, obtienes un odre de Vino de la Vieja Madre (5 usos, mágico).
P	Cuando <b><i>te achispas con Vino de la Vieja Madre</i></b>, gasta un uso. Durante una noche y un día, tus ojos se abren a la magia Fae, lo que significa que:
B	Ves la verdad tras las ilusiones y los hechizos de apariencia de los Fae
B	Eres inmune a los encantamientos de los Fae
B	Puedes entrar libremente en los dominios de los Fae y recorrer los caminos Fae
B	El tiempo pasa con normalidad para ti mientras estás en los dominios de los Fae
