# minor-heliors-shining-ring · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 45da0e9ca0f589cb3939676ae9a47168ca89e0a544b241458f19edd8c44ac5e8
# title: Anillo Resplandeciente de Helior
# nav_label: Anillo Resplandeciente de Helior
# description: Anillo Resplandeciente de Helior (Helior's Shining Ring), arcano menor de Stonetop: un anillo de oro que, cargado con la luz del día y la devoción a Helior, brilla con una luz sagrada contra las criaturas de la oscuridad.
PAGE	516
H3	Un anillo de oro
P	<i>mágico</i>
P	Este sencillo aro de oro atrapa la luz y brilla, incluso en la oscuridad. Su sola presencia llena de paz y esperanza a la gente de bien, y de odio envidioso a los siervos de la oscuridad.
P	Puedes desentrañar los secretos de este anillo, pero antes debes…
C	… llevar el anillo sin quitártelo durante 40 días, presenciando el amanecer cada día.
C	… realizar un acto de caridad mientras llevas el anillo, uno que cambie la vida de quien lo recibe.
C	… participar en el culto devoto y apropiado a Helior.
H3	Anillo Resplandeciente de Helior
P	Luz del día: ◇◇◇
P	Cuando <b><i>pasas la mayor parte de un día llevando</i></b> <b><i>el anillo y adorando a Helior a plena luz del sol</i></b>, guarda 1 de Luz del día.
P	Cuando <b><i>llevas el anillo en las sombras o la oscuridad</i></b> <b><i>y gastas 1 de Luz del día</i></b>, el anillo irradia una luz sagrada (<i>próximo</i>, <i>área</i>) que a las criaturas de la oscuridad les duele mirar. Brilla durante unas horas, hasta que lo apagas o hasta que otro efecto (como las Invocaciones del Portaluz) consume su combustible o lo extingue.
P	Por desgracia, mientras brilla, el anillo también resplandece como un faro psíquico que alerta de tu presencia y tu ubicación a los siervos de la oscuridad en millas a la redonda.
