# minor-song-of-the-dool-trees · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: Canción de los Árboles Dool
# nav_label: Canción de los Árboles Dool
# description: Canción de los Árboles Dool (Song of the Dool Trees), arcano menor de Stonetop: un pergamino cifrado y una flauta de hueso que invocan a un espíritu dool que se alimenta del miedo.
PAGE	514
H3	Un pergamino y una flauta de hueso
P	◇, <i>mágico</i>
P	Un pergamino escrito con letra apretada en una escritura aparentemente sin sentido, con una serie de diagramas a modo de gráficos. Lo acompaña una flauta de hueso (¿de un brazo humano?). Las notas resultan ser una cifra; el gráfico quizá sea la notación de una canción.
P	Puedes desentrañar los secretos del pergamino y la flauta, pero…
C	… antes debes descifrar las notas, lo que te llevará unas semanas de esfuerzo.
C	… la primera vez que uses la flauta, te arriesgas a tocar mal la música y enfurecer al espíritu dool.
H3	Canción de los Árboles Dool
P	Cuando <b><i>estás entre árboles dool y tocas la</i></b> <b><i>melodía adecuada en una flauta hecha con el hueso de un asesino</i></b>, invocas a un espíritu dool y lo atas a tu servicio.
P	Trátalo como un seguidor. Solo te servirá un espíritu dool a la vez.
ICON	icons/spirit.svg
H3	Espíritu dool
P	<i>Espíritu, aterrador, sigiloso, taimado</i>
P	<b>HP</b> 13; <b>Armadura</b> 1 (amorfo)
P	<b>Daño</b> festín de miedo d6 (<i>mano</i>, <i>cerca</i>, ignora la armadura, desventaja)
P	<b>Instinto</b> llevar las cosas demasiado lejos
P	<b>Cualidades especiales</b> sin poder a la luz intensa
P	• Percibir las dudas y preocupaciones de una víctima
P	• Moldear el sonido y la sombra para inquietar y asustar
P	• Manifestarse como los miedos de su víctima (solo le daña quien domina su miedo)
P	<b>Coste</b> miedos nuevos y exquisitos (Lealtad ◇◇◇ )
P	<b>HP</b>
