# minor-searing-touch · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 6ff10a7fbd24388b2cf3da9b2247407f4468aa76763f25ba3405a85dc02c0869
# title: Toque Abrasador
# nav_label: Toque Abrasador
# description: Toque Abrasador (Searing Touch), arcano menor de Stonetop: un hierro de marcar rúnico que graba el fuego en tu alma y hace que tus manos ardan como hierro al rojo blanco.
PAGE	534
H3	Un hierro de marcar rúnico
P	◇, <i>mágico</i>
P	Se encontró en el taller de algún Señor de la Forja (Forge Lord), aún sujeto en un torno. La cabeza tiene forma rúnica,
P	de 6 por 6 pulgadas, con runas más pequeñas grabadas en su superficie. O al menos en la mayor parte. Unas pocas pulgadas están en blanco; la obra quedó claramente sin terminar.
P	Para desentrañar los misterios de este hierro y reclamar su poder como tuyo, debes...
C	… descifrar el significado de las runas e identificar las que faltan.
C	… terminar los grabados, con el riesgo de cometer un error que haga fracasar el siguiente paso.
C	… calentar el hierro al rojo vivo y dejar que te marquen con él (pierdes 3d6 HP), mientras las runas se desvanecen del hierro y se graban a fuego en tu alma.
C	… dejar que la herida sane y cicatrice, sin ayuda de ninguna magia.
H3	Toque Abrasador
P	Cuando <b><i>invocas el fuego de tu alma y</i></b> <b><i>lo viertes en tus manos</i></b>, tira +CON: <b>con 7+</b>, tus manos arden como hierro al rojo blanco (ver abajo); <b>pero</b> <b>con 10+</b>, primero elige 1; <b>y con 7-9</b>, primero elige 2:
B	Requiere minutos de intensa concentración
B	Consume tu fuerza vital; pierdes 2d4 HP
B	El dolor es terrible; marca una debilidad
P	<b>Con 6-</b>, además de lo que diga el DJ, no puedes volver a hacerlo hasta que Convalezcas.
P	Mientras <b><i>tus manos arden</i></b>, tu toque inflige 1d10 de daño (<i>mano</i>, <i>sucio</i>, <i>peligroso</i>, 1 perforante), prende fuego a la madera, hace hervir el agua y calienta el metal. El calor no daña tus manos, pero tu equipo y el resto de tu cuerpo no gozan de tal protección.
P	Ten cuidado.
P	Tus manos arden mientras mantengas la concentración, hasta un minuto o quizá dos.
