# minor-the-sylvan-web · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 05a21a27404d023df7eb72c2411d0eabb7e03d4c727e119c5abd6a2e0f4aeeb7
# title: La Red Silvana
# nav_label: La Red Silvana
# description: La Red Silvana (The Sylvan Web), arcano menor de Stonetop: un lecho de musgo multicolor en el Gran Bosque que te permite proyectar tu mente en el bosque y percibir a través de sus sentidos.
PAGE	521
H3	Un lecho de musgo arcoíris
P	<i>mágico</i>
P	En el Gran Bosque (Great Wood) puede encontrarse una arboleda de árboles de muchas especies distintas, con una luz tenue bajo su dosel y un suelo nudoso de raíces entrelazadas. En el centro: un lecho de musgo espeso y multicolor.
P	Para desentrañar los misterios de este lugar, debes…
C	… tumbarte en el musgo y dejar que sus zarcillos se fundan con tu piel.
C	… dejar que tu conciencia se adentre en el propio bosque, con el riesgo de perderte o de atraer la ira de espíritus hostiles.
C	… pasar semanas visitando el musgo, dejando vagar tu mente y aprendiendo a percibir el mundo a través de los sentidos del bosque.
H3	La Red Silvana
P	Cuando <b><i>te tumbas en el musgo arcoíris y proyectas</i></b> <b><i>tu mente en el Gran Bosque</i></b>, di qué buscas y tira +WIS: <b>con 10+</b>, elige 3; <b>con</b> <b>7-9</b>, elige 1.
B	Averiguas dónde está lo que buscas
B	Te haces una idea de las actividades recientes de lo que buscas, o de la actividad a su alrededor
B	Descubres algo inesperado sobre el bosque o sobre lo que puede encontrarse en él (pregunta al DJ qué averiguas)
B	Solo pasas una hora o así a la deriva (si no, pasas todo el día)
P	Averigües lo que averigües, está limitado por los sentidos del bosque y filtrado a través de ellos.
P	28
