# minor-baleful-utterance · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 8742d561268dea99e5ba8be2dc82641c2cfd72ffb8fff8d40c4f2a95fbf4f62e
# title: Palabra Funesta
# nav_label: Palabra Funesta
# description: Palabra Funesta (Baleful Utterance), arcano menor de Stonetop: una palabra temible que flota en un círculo de runas y que, una vez dentro de ti, deshace todo lo que nombras.
PAGE	530
H3	¿Una… palabra susurrante?
P	<i>mágico</i><b>,</b> <i>inmóvil</i><b>,</b> <i>aterrador</i>
P	Oculta del sol, dentro de un círculo de runas, hay una... ¿palabra?... flotando en el aire. Se retuerce y se contonea, ansiosa por liberarse, y susurra promesas de poder. Pero las runas que la rodean te llenan de pavor.
P	Para desentrañar sus secretos, debes…
C	… dominar tu miedo y obligarte a agarrarla y llevarla a tu interior.
C	… aguantar firme mientras te sacude el cuerpo y el alma e intenta deshacerte (2d6 de daño, <i>sucio</i>, ignora la armadura).
C	… pasar semanas aislado, haciéndote a la idea de la temible palabra que ahora vive en tu cabeza.
C	… arriesgarte a corromper el lugar donde estés y destruir tus posesiones o cualquier otra cosa cercana mientras practicas pronunciar la temible palabra en voz alta.
H3	Palabra Funesta
P	Cuando <b><i>pronuncias la temible palabra</i></b>, nombra un objeto al que llegue tu voz: se hace añicos, se deshilacha o queda deshecho de algún otro modo.
P	Después tira +CON: <b>con 10+</b>, elige 1; <b>con 7-9</b>, elige 1 y el DJ elige otra; <b>con 6-</b>, elige 1 además de lo que diga el DJ; <b>en cualquier caso</b>, si el objeto que destruiste era <i>indestructible</i>, elige 1 más.
B	Te arde la garganta y te salen ampollas en la lengua; marca <i>abatido</i> y apenas puedes susurrar durante unos días.
B	Tus oídos y los de todos los que oyeron la palabra empiezan a sangrar (1d4 de daño, ignora la armadura, sordera temporal).
B	1d4 objetos más, a elección del DJ, también se hacen añicos, se deshilachan o quedan deshechos.
B	Este lugar queda corrompido por las Cosas de Abajo (Things Below); si ya lo estaba, empeora; si no, pasa a ser un lugar evitado, un lugar de inquietud y desasosiego.
