# minor-moonstone · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 870f6051183ac582756a437e87221f0fbfb9927cb744f80ee0012670670bcbdd
# title: Piedra Lunar
# nav_label: Piedra Lunar
# description: Piedra Lunar (Moonstone), arcano menor de Stonetop: una esfera de cristal lechoso cargada con la luz de la luna llena que revela a los no muertos y los abrasa.
PAGE	536
H3	Una veta de cristal lechoso
P	<i>mágico, hermoso, inmóvil</i>
P	Se encuentra en una cueva, una montaña o algún afloramiento rocoso, probablemente considerado sagrado por los lugareños. Parece cuarzo blanco turbio, pero brilla débilmente de noche.
P	Puedes desentrañar los misterios de esta veta y crear un talismán contra los no muertos, pero para ello debes...
C	… extraer tú mismo de la veta un gran trozo ◇ de cristal (Valor 1).
C	… hacer que un tallador de gemas le dé forma y lo pula hasta convertirlo en una esfera perfecta (un trabajo de Valor 1).
C	… aprender las palabras sagradas para imbuir una piedra lunar de luz y luego hacer brotar esa luz.
C	… pasar tres noches bajo la luna llena pronunciando las palabras sagradas, con el riesgo de cometer un error que arruine la piedra lunar o, como mínimo, eche a perder tus esfuerzos de este mes.
H3	Piedra Lunar
P	◇, <i>hermoso, mágico</i>, <i>frágil</i>,
P	horas: ◇◇◇◇◇
P	Cuando <b><i>pasas una noche bajo la luna llena,</i></b> dirigiendo su luz hacia la piedra lunar, esta gana 1 hora de luz (máximo 5).
P	Cuando <b><i>alzas la piedra lunar en la oscuridad</i></b> <b><i>y pronuncias una palabra sagrada</i></b>, brilla con una luz blanca y pálida (<i>área</i>, <i>próximo</i>) que no muestra colores, solo formas y texturas. La luz revela a los no muertos, incluso a los espíritus que aún no se han manifestado y a las entidades ocultas por la magia o el disfraz.
P	Cuando <b><i>la piedra lunar es tu única fuente de luz y</i></b> <b><i>gritas la palabra adecuada</i></b>, resplandece con una luz plateada y todos los no muertos al alcance reciben 1d6 de daño por cada hora de luz que le quede (ignora la armadura). Después, la piedra lunar se apaga, con su luz agotada hasta que vuelvas a cargarla.
