# minor-dancing-wind-spirit · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: f09662df8813cc8c620d5c4539c7c29978cbb4f49fd5bb8fb967be31eb57b511
# title: Espíritu del Viento Danzante
# nav_label: Espíritu del Viento Danzante
# description: Espíritu del Viento Danzante (Dancing Wind Spirit), arcano menor de Stonetop: una flauta agrietada de secuoya que invoca a un andalau, un travieso espíritu del céfiro.
PAGE	523
H3	Una flauta agrietada
P	◇, <i>tosco</i>, <i>mágico</i>
P	Una flauta larga y gruesa tallada en secuoya, con una grieta fina pero visible en la parte inferior. Atrapa el viento con facilidad y emite un sonido agudo.
P	Cualquiera que toque unas notas con la flauta se da cuenta de que aquí hay magia.
P	Cuando <b><i>pasas unos días practicando y tocando</i></b> <b><i>la flauta donde el viento pueda oírte</i></b>, tira
P	+CHA: <b>con 10+</b>, marca 1 círculo; <b>con 7-9</b>, marca 1 círculo, pero invocas a un espíritu del céfiro enfurecido;
P	<b>con 6-</b>, no avanzas nada, pero sí consigues invocar a un céfiro enfurecido.
MARK	3
P	Cuando <b><i>marcas los tres círculos</i></b>, desvelas los misterios de la flauta.
H3	Espíritu del Viento Danzante
P	Cuando <b><i>tocas una melodía para hacer bailar</i></b> <b><i>al propio viento</i></b>, el andalau (espíritu del céfiro) ligado a la flauta se manifiesta. Trátalo como un seguidor; empieza con
P	1 de Lealtad. Cuando <b><i>despides al espíritu</i></b> <b><i>mientras no tiene Lealtad</i></b>, la flauta se parte y se deshace; el andalau queda libre.
ICON	icons/spirit.svg
H3	El andalau de la flauta
P	<i>Espíritu, diminuto, sigiloso, travieso</i>
P	<b>HP</b> 8; <b>Armadura</b> 0
P	<b>Daño</b> ninguno
P	<b>Instinto</b> jugar y retozar
P	• Manifestarse como una ráfaga de viento revoloteante (solo le daña la sal)
P	• Entregar un mensaje susurrado
P	• Hacer revolotear cosas (polvo, hojas, etc.)
P	• Molestar o asustar a alguien
P	<b>Coste</b> entretenimiento (Lealtad ◇◇◇ )
P	<b>HP</b>
P	Empieza en 8
