# minor-sublime-words · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 06869124b258cf64d57ff32c5a09fec1b73522f079f6687c29649e759af9ee8f
# title: Palabras Sublimes
# nav_label: Palabras Sublimes
# description: Palabras Sublimes (Sublime Words), arcano menor de Stonetop: las palabras que un Ustrina puede enseñarte para crear, a costa de tu voz, obras de auténtica belleza.
PAGE	533
H3	El relato de un buscador de fortuna
P	«Una vez un Ustrina me ofreció un espejo, una cosa impecable con marco de oro. Me mostraba a <i>mí</i>, pero… a un yo mejor, ¿entiendes? Me dijeron quién lo hizo, una de los Señores de la Forja, creo. Dijeron que ella "vertió en él sus Palabras Sublimes", sea lo que sea que eso signifique. No pude pagar su precio. Pero nunca olvidaré ese espejo, ni cómo me hizo sentir».
P	Aquel viejo apareció muerto, pero sospechas que hay algo de verdad en su historia. Para desentrañar sus misterios, debes...
C	… dominar algún arte u oficio (alfarería, tejido, herrería, etc.).
C	… encontrar a un Ustrina capaz y dispuesto a enseñarte las Palabras Sublimes.
C	… pasar una estación estudiando con el Ustrina y practicando las Palabras.
C	… arriesgarte a no dominar nunca las Palabras o a dañar tu voz para siempre.
H3	Palabras Sublimes
P	◇ voz ronca, ◇ ataques de tos, ◇ mudo
P	Cuando <b><i>gastas suministros (Valor 2) y una</i></b>
P	<b><i>estación entera trabajando en tu oficio, salmodiando las Palabras Sublimes</i></b>
P	<b><i>sin cesar,</i></b> tira +WIS. Pase lo que pase, te has dañado la voz (marca un estado de arriba), pero has creado algo de auténtica belleza (Valor 4). <b>Con 10+</b>, elige 1, o 2 y dañas aún más tu voz; <b>con</b> <b>7-9</b>, elige 1 y dañas aún más tu voz.
B	Su belleza perdurará a través de los siglos
B	Alivia el dolor y mitiga la pena
B	Inspira a los demás a ser mejores
P	<b>Con 6-</b>, despierta la codicia en quienes la ven y el miedo en quienes la poseen, o los agrava si ya existían. Espera un baño de sangre.
P	Cuando <b><i>dejas descansar tu voz durante una estación</i></b> (sin gritar, hablando poco, sin usar las Palabras Sublimes), borra un estado de arriba.
P	52
