# minor-flaming-sword · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 61007e396dda1a172bb1cb4589484548a027f8d49c7d40d86f0751366e7df02a
# title: Espada Llameante
# nav_label: Espada Llameante
# description: Espada Llameante (Flaming Sword), arcano menor de Stonetop: una hoja de acero oxidada que, restaurada, alberga un espíritu del fuego que la hace arder cada vez con más fuerza.
PAGE	534
H3	Una hoja de acero oxidada
P	◇, <i>cerca</i>, <i>tosco</i>
P	Está claro que en su día fue una hoja magnífica. El acero muestra un dibujo de volutas semejantes a runas, al menos donde no la ha invadido la herrumbre. La empuñadura está ennegrecida, con restos de un envoltorio de cuero que se quemó hace mucho. El metal está caliente al tacto, como si lo hubieran dejado horas al sol del verano.
P	Para desentrañar los misterios de esta arma, debes...
C	… restaurar la hoja, lo que requiere acceso a una herrería, unas semanas de trabajo y no poca habilidad.
C	… comulgar con el espíritu del fuego que hay en el acero (<b>Instinto</b> buscar la gloria) y convencerlo de que eres digno de empuñar la hoja.
C	… conseguir una vaina capaz de resistir el fuego y el calor de una fragua.
H3	Espada Llameante
P	◇, <i>cerca</i>, <i>hermoso</i>, +1 daño, 1 perforante
P	Llamarada: ◇ nada, ◇ 1d4, ◇ 1d6, ◇ 1d8, ◇ 1d10
P	Cuando <b><i>invocas al espíritu del fuego de su interior,</i></b> la hoja estalla en llamas (+<i>mágico</i>, +<i>peligroso</i>) y da luz (<i>alcance</i>, <i>área</i>). La empuñadura se calienta; ¡ponte guantes gruesos!
P	Cuando <b><i>Chocas Aceros con la Espada Llameante</i></b>, después de resolver el movimiento e infligir el daño, sube un escalón el dado de Llamarada.
P	Cuando <b><i>tiras para hacer un movimiento mientras empuñas</i></b> <b><i>la espada</i></b>, recibes daño igual al dado de Llamarada (ignora la armadura).
P	Cuando <b><i>infliges daño con la espada</i></b>, suma el dado de Llamarada.
P	Cuando <b><i>envainas la espada</i></b>, el fuego se apaga y no puede volver a encenderse hasta que el dado de Llamarada esté en nada.
P	Baja el dado de Llamarada un escalón cada hora.
