# minor-the-six-locks-of-sajua · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: c055199618a593b8fdfd5acd1ca7a0eb0c42c1f3ef26f1a44ef2373d20511ee1
# title: Los Seis Candados de Sajua
# nav_label: Los Seis Candados de Sajua
# description: Los Seis Candados de Sajua (The Six Locks of Sajua), arcano menor de Stonetop: una cadena de candados oxidados que atrapan almas de moribundos a las que puedes liberar a cambio de una promesa.
PAGE	515
H3	Una cadena de candados oxidados
P	◇, <i>mágico</i>
P	Una cadena de seis eslabones, de cada uno de los cuales cuelga un candado de bronce corroído. 1d4+1 candados llevan un rostro estilizado, congelado en una mueca herrumbrosa. Las llaves de estos candados se perdieron hace siglos.
P	Cuando <b><i>sostienes uno de los candados adornados con un rostro y</i></b> <b><i>lo miras a los ojos</i></b>, oyes la voz del alma difunta atada en su interior: llena de odio, desesperada, suplicando que la liberen.
P	Puedes llegar a dominar estos candados…
C	… convenciendo a una de las sombras de que te revele cómo fue capturada.
C	… convenciendo a una sombra de que te revele qué ocurre cuando se abre un candado.
C	… encontrando la manera de abrir los candados.
H3	Los Seis Candados de Sajua
P	Perturbación: ◇◇◇◇◇◇◇
P	Cuando <b><i>untas con la sangre de un moribundo un</i></b> <b><i>Candado de Sajua abierto y luego cierras el candado</i></b>, tira
P	+CON: <b>con 10+</b>, su alma queda atada en el candado;
P	<b>con 7-9</b>, su alma queda atada, pero todo el metal mundano en tu presencia se oxida o se empaña, se corroe y se debilita.
P	Cuando <b><i>arrancas una promesa a un alma atada</i></b>
P	<b><i>y luego abres el candado que la ata</i></b>, el alma se ve obligada a cumplir su promesa al pie de la letra antes de seguir su camino. Dile al DJ que la trate como un fantasma (aunque no necesariamente como un seguidor); el candado abierto le sirve de ancla, al menos por ahora.
P	Cada vez que liberas un alma, marca 1 de Perturbación y tira 1d6. Si sacas menos que tu Perturbación, oyes a lo lejos la llamada del Cazador Pálido (Pale Hunter). Espera una visita pronto.
P	16
