# minor-shell-game-of-souls · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 28ab5d54aed35c5cfa8bfa1dbac3edc6425fd9510c73e3cc9c451679bb5792e4
# title: Trile de Almas
# nav_label: Trile de Almas
# description: Trile de Almas (Shell Game of Souls), arcano menor de Stonetop: runas talladas en una cueva que te enseñan a atar almas de moribundos a tu carne para que crucen la Última Puerta en tu lugar.
PAGE	510
H3	Tallas en una cueva
P	En el fondo de una sima hay una cueva de piedra caliza.
P	Un esqueleto enmohecido yace desplomado contra una pared, con señales de haber sido ahorcado. Sin embargo, en las paredes de la cueva hay runas talladas, cubiertas de depósitos minerales.
P	Puedes estudiar las runas y aprender los secretos que contienen, pero...
C	… debes restaurar las runas con cuidado a lo largo de unas semanas de trabajo.
C	… te arriesgas a estropearlas mientras trabajas.
C	… debes descifrar la antigua escritura, parecida a las runas de los Señores de Piedra (Stone Lords).
C	… después te llevará unos días de estudio.
H3	Trile de Almas
P	Almas (máximo CON): ◇◇◇
P	Cuando <b><i>tocas a un ser inteligente moribundo, pronunciando su nombre y palabras de atadura</i></b>, tira +INT:
P	<b>con 10+</b>, atas su alma a tu carne; <b>con</b> <b>7-9</b>, atas su alma, pero debilitas la tuya: reduce tus HP máximos en 1d4+1.
P	Tu carne puede atar tantas almas como tu CON. Se manifiestan en sueños y luchan por el control cuando tu mente o tu cuerpo están débiles. Escribe aquí sus nombres:
P	Cuando <b><i>sacas 6- A las Puertas de la Muerte</i></b>, puedes liberar un alma atada para que cruce la Última Puerta (Last Door) en tu lugar. Si lo haces, sobrevives como si hubieras sacado 7-9. Tu cuerpo, eso sí, sigue llevando las marcas de lo que te habría matado.
