# minor-sanctifying-mark · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: be2f4732f46299b0fcc0eac23b36eddd1b1727c923c31ddded33c7a14d5a95d6
# title: Marca Santificadora
# nav_label: Marca Santificadora
# description: Marca Santificadora (Sanctifying Mark), arcano menor de Stonetop: el sigilo de un arco antiguo del Pantano de Ferrier que repele a los seres de la oscuridad, el caos y la muerte.
PAGE	520
H3	Un arco que se desmorona
P	<i>mágico</i>
P	En un raro terreno seco del Pantano de Ferrier (Ferrier's Fen), asediado por la inmundicia, hay un arco antiguo que —contra todo pronóstico— sigue en pie. El liquen y el musgo crecen espesos y sanos, pero la clave del arco sigue limpia, grabada con un sigilo que hace llorar los ojos y ahuyenta el mal.
P	Puedes aprender los secretos de la marca santificadora, pero para ello debes…
C	… purificarte en agua fresca y limpia.
C	… calmar tu mente, contemplar el sigilo y tirar +WIS: <b>con 10+</b>, el sigilo se vuelve claro; <b>con 7-9</b>, el sigilo se volverá claro tras unos días más de contemplación;
P	<b>con 6-</b>, aprender el sigilo supera tu capacidad.
C	… pasar unos días memorizando y practicando el sigilo.
H3	Marca Santificadora
P	Cuando <b><i>marcas un objeto con el sigilo de</i></b> <b><i>santificación</i></b>, repele a los seres de la oscuridad, el caos y la muerte. Cada vez que colocas la marca, una parte de ti (ojos, pelo, piel, lengua, etc.) palidece, hasta acabar volviéndose de un blanco impactante.
P	Cuando un <b><i>ser de la oscuridad, el caos o la muerte pone</i></b> <b><i>a prueba por primera vez el poder de tu marca</i></b>, tira +INT: <b>con 10+</b>, todas esas criaturas quedan a raya mientras tu marca permanezca inviolada; <b>con 7-9</b>, esas criaturas sienten el impulso de huir y quedan contenidas por ahora, pero las entidades poderosas pueden obligarse a ignorarlo.
