# minor-void-elemental · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: a5b7491de500480f8caea17236bd08daec503d089f0d2cf902849bd36d89d1f1
# title: Elemental del Vacío
# nav_label: Elemental del Vacío
# description: Elemental del Vacío (Void Elemental), arcano menor de Stonetop: una corona de metal negro y eterio que invoca a un espíritu primordial del vacío, confuso y furioso.
PAGE	539
H3	Una corona desmesurada
P	◇, <i>hermoso, mágico, ignífugo</i>
P	Un aro de metal negro y lustroso con ocho agujas de eterio (aetherium). Está hecho para una cabeza quizá el doble de grande que la tuya y siempre está algo fría al tacto. Ni arrojada al horno más ardiente se funde, ni siquiera se calienta.
P	Cuando <b><i>tocas la corona con la piel desnuda y</i></b> <b><i>abres tu mente</i></b>, puedes hablar con el espíritu primordial con el que está sintonizada. Pero para desentrañar del todo los misterios de esta corona, debes…
C	… arriesgar tu sentido del yo al comulgar con este espíritu del vacío.
C	… aprender las Palabras del Ser, que obligarán al espíritu a manifestarse.
C	… aprender las Palabras del No Ser, que enviarán al espíritu de vuelta a su hogar.
C	… convencer al espíritu de que se manifieste y después despedirlo con éxito.
H3	Elemental del Vacío
P	Lealtad: ◇◇◇
P	Cuando <b><i>tocas la corona y pronuncias las Palabras</i></b> <b><i>del Ser</i></b>, el espíritu se manifiesta. Trátalo como un seguidor, con 3 de Lealtad al principio (nunca puede tener más). Cuando <b><i>tocas la corona y salmodias</i></b> <b><i>las Palabras del No Ser</i></b>, el espíritu puede volver al vacío, si quiere.
ICON	icons/spirit.svg
H3	Elemental del vacío
P	<i>Espíritu, primordial, confuso, furioso</i>
P	<b>HP</b> 15; <b>Armadura</b> 1 (carece de órganos)
P	<b>Daño</b> toque del vacío 1d10 con ventaja (<i>mano</i>, <i>agarrador</i>, ignora la armadura)
P	<b>Cualidades especiales</b> inmune a la mayoría de los daños <b>Instinto</b> enfurecerse ante tanto ruido y caos
P	• Manifestarse como un agujero negro en la realidad
P	• Extinguir una fuente de energía
P	• Confundirse, sin saber qué hacer
P	<b>HP</b>
P	Empieza en 15
