# minor-aetherium-spear · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 9d296a21c043dc11a04b767f26642e6653376d601794f8e5b0ae559f16370d3b
# title: Lanza de Eterio
# nav_label: Lanza de Eterio
# description: Lanza de Eterio (Aetherium Spear), arcano menor de Stonetop: una antigua punta de lanza rúnica que, restaurada y cargada de rayos, fulmina a tus enemigos.
PAGE	531
H3	Una punta de lanza corroída
P	◇ <b>,</b> <i>mágico</i>
P	Escondido en alguna cámara, cueva o ruina de los Hacedores (Makers) hay un trozo de cobre muy corroído y cubierto de costras de verdín. Si entornas los ojos, distingues vagamente la forma de una punta de lanza.
P	Ah, ¿y eso no son leves restos de runas?
P	Para desentrañar los secretos de esta arma antigua, debes…
C	… limpiar con cuidado la corrosión con los productos químicos adecuados, sin destruir las runas al hacerlo.
C	… descifrar las runas y cómo deben cargarse.
C	… infundir la punta de lanza restaurada con rayos.
C	… montar la punta de lanza en un asta de abedul.
C	… empapar la punta de lanza en tu propia sangre para reclamar su poder como tuyo.
H3	Lanza de Eterio
P	◇, <i>cerca</i>, <i>arrojadizo, mágico,</i> +1 daño
P	Cuando <b><i>Chocas Aceros con la lanza de eterio y</i></b> <b><i>sacas 7+</i></b>, puedes marcar una debilidad para fulminar a tu enemigo con un rayo e infligir +1d6 de daño (<i>contundente</i>, <i>ruidoso</i>).
P	Cuando apuntas la lanza de eterio hacia tus enemigos y lanzas un grito de guerra atronador, marca una debilidad y desata una descarga de rayos (<i>lejos</i>, <i>área</i>, <i>contundente</i>, <i>ruidoso</i>, <i>peligroso</i>), tirando +STR para hacer una Descarga en lugar de +DEX (y no puedes elegir reducir la munición). <b>Con 6-</b>, además de lo que diga el DJ, la punta de lanza se queda sin poder y el asta de abedul queda reducida a cenizas: borra las 3 últimas casillas del anverso de esta carta.
