# minor-ice-weaving · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 694cfeb77f5ccbbcfcdbed536d559696a7e4b121898a35789b2be85f19370169
# title: Tejido de Hielo
# nav_label: Tejido de Hielo
# description: Tejido de Hielo (Ice Weaving), arcano menor de Stonetop: un enorme códice de los Señores de la Escarcha que te enseña a dar forma al hielo oscuro con tu voluntad.
PAGE	515
H3	Un códice desmesurado
P	<i>inmóvil</i>, <i>frágil</i>
P	Un libro de unos 60 cm por 1 m, de algo más de 15 cm de grosor cerrado. Las tapas están hechas de tablas de cedro plateado. Las hojas son de vitela fina, estirada a partir de la piel de alguna bestia enorme.
P	Las páginas están llenas de caligrafía grande y precisa, con muchos diagramas que muestran posturas meditativas y extraños patrones geométricos relacionados con el calor, el agua y el hielo.
P	Para desentrañar los misterios del códice, debes…
C	… descifrar la escritura, redactada en una variante del alfabeto de los Señores de la Escarcha (Rime Lords).
C	… pasar meses estudiando el texto y practicando las técnicas que contiene.
C	… arriesgarte a dañar para siempre tu salud mientras las dominas.
H3	Tejido de Hielo
P	Cuando <b><i>ordenas con tu voluntad que se forme hielo oscuro</i></b>, pierde 1 HP, +1
P	HP por cada una de las siguientes que desees:
B	Basta para levantar un muro pequeño o encerrar a una persona (si no, es ◇◇ como mucho)
B	Es duro como la piedra
B	Es sólido para los espíritus y puede bloquearlos, dañarlos u obstaculizarlos Después, tira +CON: <b>con 10+</b>, elige 2; <b>con 7-9</b>, elige 1, o elige 2 y pierde 2 HP más.
B	Se forma deprisa, incluso con violencia (si no, tarda minutos, incluso horas)
B	Se forma a un alcance de hasta <i>próximo</i> (si no, solo a alcance de <i>mano</i>)
B	Su forma es tan intrincada como puedas imaginar (si no, es solo un bloque tosco)
P	El hielo persiste hasta que se rompe, lo derrite un calor intenso o dejas que se derrita. No puedes recuperar los HP gastados mientras persista.
