# minor-shattering-words-of-aalz-childric · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 90466b869d4dd63fef8b8ba7510e93f81dd2542b6fdf5001cf81b04be76c218d
# title: Palabras Demoledoras de Aalz Childric
# nav_label: Palabras Demoledoras de Aalz Childric
# description: Palabras Demoledoras de Aalz Childric (Shattering Words of Aalz Childric), arcano menor de Stonetop: runas talladas en unos pilares que hacen añicos la piedra al pronunciar una palabra clave.
PAGE	513
H3	Pilares grabados con runas
P	<i>mágico</i>
P	En lo más hondo de un fuerte gigante en ruinas hay una cámara abovedada, antaño un almacén, pero saqueada hace muchísimo tiempo. Justo al entrar yace boca abajo un esqueleto gigante, con el cráneo y las costillas hundidos.
P	Cuatro pilares sostienen el techo, tallados con una serie de runas enormes que vibran de poder. Puedes desentrañar sus secretos, pero…
C	… debes pasar unos días estudiando las runas y memorizando su secuencia.
C	… debes meditar durante unas semanas sobre la magia que las impregna.
C	… te arriesgas a activar el hechizo que contienen las runas y derrumbar toda la estructura.
H3	Palabras Demoledoras de Aalz Childric
P	Cuando <b><i>tallas las palabras demoledoras de Aalz</i></b> <b><i>Childric en piedra o roca</i></b>, designa una palabra o frase clave.
P	Cuando tú u otra persona <b><i>pronuncia la palabra o</i></b> <b><i>frase clave y desea que el hechizo se active</i></b>, tira
P	+CON: <b>con 10+</b>, la piedra tallada con runas se hace añicos y queda reducida al instante a escombros; <b>con 7-9</b>, la piedra se agrieta y se comba, y se va partiendo poco a poco en varios trozos.
