# minor-ward-of-still-waters · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 197890ea2cfde61af3bd61249dd48a901e3e1e3585a461aa576eb0fa562368f1
# title: Salvaguarda de las Aguas Quietas
# nav_label: Salvaguarda de las Aguas Quietas
# description: Salvaguarda de las Aguas Quietas (Ward of Still Waters), arcano menor de Stonetop: una poza de montaña con un depósito de magnetita que desvía hacia sus aguas la magia que intenta afectar a tu mente.
PAGE	514
H3	Una poza natural y cristalina
P	En lo alto de las colinas, un arroyo de agua de deshielo llena una poza profunda entre las rocas antes de seguir su curso. En el fondo de la poza hay un gran depósito de magnetita. Se ven hojas viejas y oxidadas (muchas de tamaño gigante) adheridas a la magnetita.
P	Aquí hay magia; para desentrañar sus secretos, o bien...
C	… pasa una semana o así experimentando en la poza y luego tira +INT: <b>con 10+</b>, lo averiguas; <b>con 7-9</b>, no hay suerte; <b>con 6-</b>, un peligro te interrumpe; o bien...
C	… consigue un relato de primera mano de los poderes de la poza en uso.
P	anverso 14 reverso Empieza en 13
H3	Salvaguarda de las Aguas Quietas
P	Tensión: ◇◇◇◇◇◇◇
P	Cuando <b><i>te cortas con hierro o acero y arrojas</i></b> <b><i>el metal ensangrentado a la poza</i></b>, formas un vínculo con las aguas. Mientras lleves encima un frasco con agua de la poza, te protege la salvaguarda de las aguas quietas.
P	Cuando estás así protegido y <b><i>eres objeto de una magia</i></b> <b><i>que intenta percibir o afectar tus pensamientos,</i></b> <b><i>actos o emociones</i></b>, la magia apunta en su lugar a las aguas quietas de la poza, lo que quizá desconcierte a su origen.
P	Cada vez que la salvaguarda de las aguas quietas te protege, marca 1 de Tensión y luego tira 1d6. Si sacas menos que tu Tensión actual, el agua que llevas pierde su potencia. Cuando <b><i>vuelves a la poza</i></b> <b><i>y renuevas tu vínculo</i></b>, borra toda la Tensión.
