# minor-ffyrnig-tonic · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 0913f5061658f0fcb9c447c7ba1526ce830d30ab3beb5eff7f042c5afd2bcf85
# title: Tónico de Ffyrnig
# nav_label: Tónico de Ffyrnig
# description: Tónico de Ffyrnig (Ffyrnig Tonic), arcano menor de Stonetop: la receta, grabada en una gran esfera de madera, de un tónico de raíz de ffyrnig y bilis de jabalí que cura y enardece.
PAGE	513
H3	Una enorme esfera de madera
P	<i>inmóvil</i>
P	Medio enterrada y casi cubierta de vegetación, mide unos 4 pies de diámetro y pesa cientos de libras.
P	Está extrañamente bien conservada y adornada con intrincados pictogramas. Cerca se pudren unas cuantas esferas más.
P	Los pictogramas representan una especie de receta, que puedes aprender, pero debes...
C	… primero desenterrar y limpiar la esfera.
C	… pasar semanas estudiando los glifos.
C	… conseguir raíz de ffyrnig fresca.
C	… conseguir la bilis de un jabalí.
P	Y entonces…
C	… te arriesgas a equivocarte con la receta, y de forma letal.
H3	Tónico de Ffyrnig
P	Cuando <b><i>pones en adobo raíz de ffyrnig fresca en una suspensión de bilis de jabalí durante dos lunas llenas</i></b>, se convierte en un odre de tónico de ffyrnig (3 usos, <i>mágico</i>).
P	Cuando <b><i>tomas un trago de tónico de ffyrnig,</i></b> elige 1:
B	Recupera HP iguales a la ½ mitad de tu máximo
B	Borra una debilidad
P	Además, tienes ventaja en tu siguiente tirada para emprender una acción física audaz. Pero hasta que emprendas esa acción, tienes desventaja en cualquier tirada que
P	requiera paciencia, cuidado o reflexión.
P	Cuando <b><i>bebes un segundo trago de tónico de ffyrnig</i></b> <b><i>antes de haber dormido bien una noche</i></b>, no tiene más efecto que ponerte enfermo (marca una debilidad).
P	12
