# minor-truth-seeds · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 5c4a114b0bde74f74d690285f35879935fa534fa09f81b224b889b72a14dcc38
# title: Semillas de la Verdad
# nav_label: Semillas de la Verdad
# description: Semillas de la Verdad (Truth Seeds), arcano menor de Stonetop: vainas de ortiga gwir encantadas que, una vez ingeridas, garantizan que se cumplan las promesas o castigan a quien las rompe.
PAGE	508
H3	Un cuento popular
P	Hay una vieja historia sobre una anciana herbolaria de Lindemarjal (Marshedge) que engaña a un trol del pantano para que se coma una vaina de semillas encantada. Le promete ir a buscarle más comida si él promete dejarla marchar después. Por supuesto, el trol falta a su palabra e intenta comérsela, pero cuando lo hace, la vaina estalla en una masa de ortigas gwir.
P	Puedes aprender el secreto de las vainas encantadas, pero necesitas una de estas cosas:
C	Un herbolario de Lindemarjal, versado en el saber tradicional, que te enseñe el ritual
C	El espíritu de una ortiga gwir, amistoso o atado, que te revele los secretos de su nacimiento
H3	Semillas de la Verdad
P	Cuando <b><i>empapas un par de vainas de ortiga gwir en</i></b> <b><i>tu propia sangre, les susurras secretos y</i></b> <b><i>pronuncias las palabras de poder</i></b>, se convierten en semillas de la verdad
P	(<i>mágico)</i>.
P	Cuando tú y otra persona <b><i>coméis cada uno una semilla de la verdad y</i></b> <b><i>os hacéis promesas mutuas</i></b>, las semillas se quedan en vuestras tripas y garantizan que las promesas se cumplan.
P	Cuando <b><i>rompes tu promesa</i></b>, la semilla de la verdad de tus tripas brota con violencia y se convierte en una ortiga gwir adulta, que inflige 1d10+3 de daño con ventaja (<i>sucio</i>, ignora la armadura), y ahora te crece una ortiga gwir de dentro.
P	Si <b><i>la otra parte rompe su promesa</i></b>, sufre la misma suerte.
P	2
