# minor-the-tomb-bogs-mark · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: 0a5ce5a9e855707c25f6e8619c195ec33d68d866df7b67265204986bbdb87ba2
# title: La Marca de la Ciénaga-Tumba
# nav_label: La Marca de la Ciénaga-Tumba
# description: La Marca de la Ciénaga-Tumba (The Tomb-bog's Mark), arcano menor de Stonetop: el barro de un túmulo de turba cerca de Lindemarjal con el que impones a un culpable un geas que su espíritu hace cumplir.
PAGE	511
H3	Un lúgubre montículo de turba
P	No lejos de Lindemarjal (Marshedge), adentrándose un trecho en el Pantano de Ferrier (Ferrier's Fen), hay un montículo de turba donde no anidan los pájaros ni florecen las flores. Desde la fundación del pueblo, la gente de Lindemarjal ha enterrado aquí a ciertos criminales, vivos.
P	Con los años, la tierra ha dado a luz a un espíritu que ansía el último aliento de los condenados (<i>Libro II</i>, página 85). Es joven y entusiasta, y se le puede poner a trabajar contra los criminales, pero solo si…
C	… encuentras la manera de comunicarte con él.
C	… lo convences de que solo usarás su marca para condenar a los culpables.
H3	La Marca de la Ciénaga-Tumba
P	Cuando <b><i>usas barro de la ciénaga-tumba para marcar</i></b> <b><i>a alguien con el signo de Aratis y lo declaras</i></b> <b><i>culpable de un crimen</i></b>, puedes imponerle un geas. Formúlalo de una de estas maneras:
B	Nunca más debes ____.
B	A partir de ahora, siempre debes procurar ____ cuando tengas ocasión.
P	Si <b><i>no cumple el geas</i></b>, pierde la vida: el espíritu de la ciénaga-tumba lo rastreará y lo asfixiará.
P	Si <b><i>demuestra su inocencia ante el</i></b> <b><i>espíritu de la ciénaga-tumba</i></b>, quien pierde la vida eres tú.
P	8
