# minor-make-pliant-the-stone · es · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: es
# source_sha256: ac4fc700bfc59b84c1f1deba10f5ade21b8f93ac98e32c02d6ebc96a20322ed2
# title: Volver Dúctil la Piedra
# nav_label: Volver Dúctil la Piedra
# description: Volver Dúctil la Piedra (Make Pliant the Stone), arcano menor de Stonetop: un carillón de vidrio de los Hacedores cuyo tañido ablanda la piedra, el cristal y el vidrio para moldearlos.
PAGE	525
H3	Un carillón de vidrio de los Hacedores
P	◇◇ <b>,</b> <i>indestructible</i><b>,</b> <i>mágico</i><b>,</b> <i>ruidoso</i><b>,</b> <i>peligroso</i>
P	Un cilindro de unos 1,2 m de largo y 8 cm de ancho, de un vidrio sorprendentemente fino. Al golpearlo con suavidad, suena con un tañido rico y sonoro. Al golpearlo con fuerza, el sonido es casi ensordecedor y hace que aparezcan ondulaciones en la superficie de la piedra, el cristal o el vidrio común cercanos.
P	El carillón es una herramienta poderosa, si logras desentrañar sus secretos. Para ello…
C	… agárralo con firmeza y descarga un golpe sólido y potente, tirando +CON: <b>con 10+</b>, lo consigues; <b>con 7-9</b>, marca una debilidad y tendrás que volver a intentarlo; <b>con 6-</b>, pregunta al DJ qué sale terriblemente mal.
C	… pasa una semana o así aprendiendo a controlar el tañido del carillón.
C	… te arriesgas a dañar para siempre tu oído y a causar graves daños a todo lo que haya cerca mientras practicas.
H3	Volver Dúctil la Piedra
P	Cuando <b><i>golpeas el carillón con fuerza y te obligas</i></b> <b><i>a no soltarlo</i></b>, marca una debilidad y tira +CON.
P	<b>Con 10+</b>, mantienes el control y el carillón sonará durante un minuto o así. Mientras suena, cualquier piedra, cristal o vidrio que toques con el carillón se vuelve blando y maleable, fácil de moldear y dar forma. Cuanto más dura el contacto, más material se vuelve dúctil. Recupera su dureza cuando cesa el tañido, pero conserva la forma que tenga.
P	<b>Con 7-9</b>, elige 1:
B	Mantener el control como con 10+, pero debes volcarte en el esfuerzo: marca otra debilidad
B	Darte cuenta de que no puedes controlarlo y amortiguar el carillón antes de que cause daño alguno (di cómo)
P	36
