# minor-the-silver-branch · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 88dbdbb19f445be3b72e015b265165d528372dff6428ba4189090648b9be3e18
# title: Srebrna Gałąź
# nav_label: Srebrna Gałąź
# description: Srebrna Gałąź (The Silver Branch), mniejsze arkanum ze Stonetop: mapa skarbu wiodąca do domeny Fae i gałęzi, której dźwięk napełnia słuchaczy błogością.
PAGE	538
H3	Mapa skarbu
P	<i>krucha</i>
P	Postrzępiony skrawek pergaminu. Pokazuje drogę od pewnego kręgu stojących kamieni: przez moczary, w górę rzeki, do miejsca za wodospadem, a potem przez las drzew ostrych jak miecze.
P	Wszędzie nabazgrane są glify Ludu Lasu (Forest Folk), ale na końcu: srebrne drzewo i krzyżyk w miejscu skarbu.
P	By odkryć tajemnice mapy i zdobyć nagrodę na końcu drogi, musisz...
C	… odnaleźć stojące kamienie, które wyznaczają początek drogi.
C	… podążyć za mapą do wodospadu.
C	… wkroczyć do leżącej za nim domeny Fae.
C	… przebyć las drzew-mieczy.
C	… zaryzykować, że ulegniesz usypiającemu czarowi srebrnego drzewa.
C	… zdobyć gałąź srebrnego drzewa.
C	… wrócić do domu.
H3	Srebrna Gałąź
P	◇, <i>magiczna</i>, <i>piękna</i>
C	◇ świeża, ◇ więdnąca, ◇ naga. Długa na metr z okładem, obsypana białymi kwiatami i dzwoniącymi złotymi owocami. Zaskakująco wytrzymała; pozostaje świeża bez końca, chyba że użyje się jej mocy. Tylko jedna taka gałąź może naraz opuścić domenę Fae.
P	Gdy <b><i>potrząsasz srebrną gałęzią, by zadzwoniła</i></b>, wszyscy, którzy to słyszą (<i>zasięg</i>, <i>obszar</i>, oprócz ciebie), zostają napełnieni błogością i na kilka godzin zapominają o swoich troskach. Rzuć +CHA:
P	<b>przy 10+</b> wybierz 1; <b>przy 7-9</b> wybierz 1, a MG wybiera kolejne; <b>przy 6-</b> wszystkie 3.
B	Gałąź zaczyna więdnąć; jeśli już więdnie, staje się naga, a jej moc przepada
B	Niektórzy (MG wybiera kto) trwają w błogości przez dni lub tygodnie, słabnąc i marniejąc w tym czasie
B	Niektórzy (MG wybiera kto) mają obsesję na punkcie tego, by znów usłyszeć jej dzwonienie
