# minor-shattering-words-of-aalz-childric · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 90466b869d4dd63fef8b8ba7510e93f81dd2542b6fdf5001cf81b04be76c218d
# title: Kruszące Słowa Aalza Childrica
# nav_label: Kruszące Słowa Aalza Childrica
# description: Kruszące Słowa Aalza Childrica (Shattering Words of Aalz Childric), mniejsze arkanum ze Stonetop: runy, które na hasło rozsadzają kamień w gruz.
PAGE	513
H3	Kolumny pokryte runami
P	<i>magiczne</i>
P	Głęboko pod olbrzymią, zrujnowaną twierdzą znajduje się sklepiona komnata, niegdyś spiżarnia, ale złupiona dawno, dawno temu. Tuż za wejściem leży twarzą do ziemi olbrzymi szkielet z roztrzaskaną czaszką i żebrami.
P	Sklepienie podtrzymują cztery kolumny pokryte ciągiem ogromnych run, które wibrują mocą. Możesz odkryć ich tajemnice, ale…
C	… musisz spędzić kilka dni na studiowaniu run i zapamiętywaniu ich kolejności.
C	… musisz przez kilka tygodni medytować nad magią, która je przenika.
C	… ryzykujesz uruchomienie zaklęcia zawartego w runach i zawalenie całej budowli.
H3	Kruszące Słowa Aalza Childrica
P	Gdy <b><i>wyryjesz kruszące słowa Aalza</i></b> <b><i>Childrica w kamieniu lub skale</i></b>, wyznacz słowo lub frazę kluczową.
P	Gdy ty lub ktoś inny <b><i>wypowie słowo lub</i></b> <b><i>frazę kluczową i zapragnie uruchomić zaklęcie</i></b>, rzucasz
P	+CON: <b>przy 10+</b> wyryty runami kamień rozpada się na kawałki i natychmiast obraca się w gruz; <b>przy 7-9</b> kamień pęka i wybrzusza się, powoli rozpadając się na kilka części.
