# minor-the-drowning-scale · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 5beff948e9dbf102fd2bef570c1cf45dde2c9eb8f637f152d716cb48c8ec7601
# title: Łuska Topielca
# nav_label: Łuska Topielca
# description: Łuska Topielca (The Drowning Scale), mniejsze arkanum ze Stonetop: wisior, który chwyta ostatnie tchnienia umierających i pozwala obyć się bez powietrza.
PAGE	518
H3	Dziwny wisior
P	<i>magiczny</i>
P	Dziwny amulet na prostym rzemyku, niczym łuska z jakiegoś połyskliwego materiału. Jest zimny i lepki w dotyku. Gdy zakładasz go po raz pierwszy, wszystkich w pobliżu przechodzi dreszcz zimna. Wkrótce potem zaczynasz słyszeć chrapliwe, wciągające powietrze szepty.
P	By odkryć sekrety wisiora…
C	… noś go bez przerwy przez cały cykl księżyca, szczerze odpowiadając na jego pytania.
C	… trzymaj się pod wodą, aż zaczniesz ryzykować utonięcie.
C	… utop inną osobę i ofiaruj wisiorowi jej ostatnie oddechy.
H3	Łuska Topielca
P	Tchnienie: ◇◇◇
P	Gdy <b><i>pochylasz się nad umierającym, wysysasz</i></b> <b><i>jego ostatni oddech i wdmuchujesz go w wisior</i></b>, rzuć +CON: <b>przy 10+</b> zyskujesz +1 Tchnienia; <b>przy 7–9</b> wybierz 1:
B	Zyskujesz 1 Tchnienie, ale szarpie ono twoje płuca; zaznacz <i>przygnębiony</i> i dostajesz paskudnego ataku kaszlu.
B	Wisior łapczywie wsysa ostatni oddech, robi się zimniejszy i wzdycha; ty niestety nic nie zyskujesz.
P	Dopóki masz Tchnienie, siarczysty mróz nie robi na tobie wrażenia i nie czyni ci krzywdy. Wydaj 1 Tchnienie, by obyć się bez powietrza nawet przez godzinę.
P	Gdy <b><i>zdejmujesz wisior</i></b>, tracisz całe posiadane Tchnienie.
