# minor-truth-seeds · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 5c4a114b0bde74f74d690285f35879935fa534fa09f81b224b889b72a14dcc38
# title: Nasiona Prawdy
# nav_label: Nasiona Prawdy
# description: Mniejsze arkanum Nasiona Prawdy (Truth Seeds): zaklęte strąki pokrzywy gwir, które pilnują, by złożone obietnice zostały dotrzymane.
PAGE	508
H3	Ludowa baśń
P	Jest taka stara opowieść o starej zielarce ze Skraju Moczarów (Marshedge), która podstępem nakłania trolla z mokradeł do zjedzenia zaczarowanego strąka. Obiecuje, że przyniesie trollowi więcej jedzenia, jeśli ten obieca, że potem ją puści. Oczywiście troll łamie słowo i próbuje ją zjeść, ale wtedy strąk wybucha gąszczem pokrzyw gwir.
P	Możesz poznać sekret zaczarowanych strąków, ale potrzebujesz jednego z poniższych:
C	Zielarki ze Skraju Moczarów, obeznanej z dawną wiedzą, która nauczy cię rytuału
C	Ducha pokrzywy gwir, przyjaznego lub spętanego, który wyjawi sekrety swoich narodzin
H3	Nasiona Prawdy
P	Gdy <b><i>namoczysz parę strąków pokrzywy gwir we</i></b> <b><i>własnej krwi, wyszepczesz nad nimi sekrety i</i></b> <b><i>wypowiesz słowa mocy</i></b>, stają się nasionami prawdy
P	(<i>magiczne)</i>.
P	Gdy ty i ktoś inny <b><i>zjecie po nasieniu prawdy i</i></b> <b><i>złożycie sobie nawzajem obietnice</i></b>, nasiona zostają w waszych trzewiach i pilnują, by obietnic dotrzymano.
P	Gdy <b><i>złamiesz obietnicę</i></b>, nasienie prawdy w twoich trzewiach gwałtownie wyrasta w dorosłą pokrzywę gwir, zadając 1d10+3 obrażeń z przewagą (<i>krwawy</i>, ignoruje pancerz), a z ciebie wyrasta teraz pokrzywa gwir.
P	Jeśli <b><i>druga strona złamie obietnicę</i></b>, spotyka ją ten sam los.
P	2
