# minor-wishing-candles · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 029c63026acf019365bdb33cfd4907355535799a687e7e6e8149f8c3d322cd89
# title: Świece Życzeń
# nav_label: Świece Życzeń
# description: Mniejsze arkanum Świece Życzeń (Wishing Candles): zwój z plugawym przepisem na świece, które spełniają życzenia – za cenę płaconą przez wioskę.
PAGE	530
H3	Zwój z welinu
P	◇, <i>kruchy</i>
P	Zdumiewająco giętki jak na swój wiek zwój, znaleziony w tubie z kości słoniowej. Pokrywa go pismo w obcym alfabecie, wykaligrafowane ciemnoczerwonym atramentem. Są też diagramy. Chyba to jakiś przepis? Albo zaklęcie? Może jedno i drugie?
P	By odkryć sekrety tego zwoju, musisz…
C	… ustalić pochodzenie zwoju i umieć czytać w języku autora.
C	… złamać szyfr, którym zakodowano przepis.
C	… zdobyć niezwykłe i odpychające składniki z przepisu (Wartość 1).
C	… spędzić kilka dni na ćwiczeniu inkantacji, ryzykując przy pierwszej próbie błąd o potencjalnie katastrofalnych skutkach.
H3	Świece Życzeń
P	Użycia: ◇◇◇◇◇
P	Gdy <b><i>spędzisz kilka dni, postępując według odpychającego przepisu ze zwoju</i></b> (Wartość 1), zyskujesz 1d4+1
P	Świec Życzeń.
P	Gdy <b><i>palisz Świecę Życzeń i wypowiadasz</i></b> <b><i>szpetną inkantację</i></b>, powiedz, co chcesz zdobyć:
P	wkrótce znajdzie się w twoim posiadaniu. Rzuć Kością Losu, by poznać cenę. Jeśli był to przedmiot o Wartości 1 lub mniejszej, rzuć dwa razy i wybierz.
P	1d6 cena
P	1 Plony marnieją/tracicie 2d4 Nadwyżki
P	2 Jeden z zasobów lub dóbr wioski przepada/zostaje skradziony/zniszczony itp.
P	3 Sąsiad poważnie choruje albo spotyka go dziwaczny wypadek/strata
P	4 Wioskę nękają dziwne zdarzenia; grozi panika
P	5-6 Tym razem właściwie bez ceny
