# minor-chimeric-transmogrification · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: f6c0e221926acc7e9308ae5981a57388e7a965164b800d2e52ef536405c577f2
# title: Chimeryczna Przemiana
# nav_label: Chimeryczna Przemiana
# description: Chimeryczna Przemiana (Chimeric Transmogrification), mniejsze arkanum ze Stonetop: welin z glifami Zielonych Władców, który wszczepia istocie cechy innej bestii.
PAGE	521
H3	Napięty welin
P	◇◇, <i>kruchy</i>
P	Naciągnięty na drewnianą ramę stary welin pokrywają misterne, zapętlone glify Zielonych Władców (Green Lords). Rysunki ukazują stworzenia, które zmieniają się, zyskując cechy innych bestii. Wygląda to na podstawę jakiegoś zaklęcia.
P	Aby odkryć jego tajemnice i nauczyć się zaklęcia, musisz…
C	… odszyfrować glify Zielonych Władców.
C	… spędzić kilka tygodni na studiowaniu ich i rozmyślaniu nad nimi.
C	… poeksperymentować na bestii rozmiaru co najmniej <i>małego</i>, jak koza, świnia albo pies. Ryzykujesz zabicie, okaleczenie lub straszliwe zmutowanie bestii, a być może doprowadzenie jej do szaleństwa.
H3	Chimeryczna Przemiana
P	Gdy <b><i>wyciągasz przed siebie kawałek jednej bestii (futro, kość</i></b> <b><i>itd.) i wypowiadasz nad inną słowa chimerycznej przemiany</i></b>, rzuć +INT: <b>przy 10+</b> zaklęcie działa; <b>przy 7-9</b> zaklęcie działa, ale tylko jeśli zaznaczysz osłabienie.
P	Gdy <b><i>zaklęcie działa</i></b>, rzuć 1d10+CON. Jeśli wynik <b>jest równy obecnym HP celu lub je przewyższa</b>, nazwij cechę bestii, którą trzymasz – postać celu skręca się i wygina, zyskując tę cechę, dopóki nie prześpi kilku godzin. To doświadczenie dezorientuje i przeraża; większość bestii i ludzi wpada w panikę. Jeśli wyrzucisz <b>mniej niż obecne HP</b> <b>celu</b>, jego postać przez kilka sekund niepokojąco się skręca i wygina, ale odpiera przemianę. <b>Tak czy inaczej</b> kawałek bestii, który trzymasz, przepada, kurcząc się w nicość.
