# minor-searing-touch · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 6ff10a7fbd24388b2cf3da9b2247407f4468aa76763f25ba3405a85dc02c0869
# title: Palący Dotyk
# nav_label: Palący Dotyk
# description: Palący Dotyk (Searing Touch): mniejsze arkanum – runiczne żelazo do piętnowania z warsztatu Władcy Kuźni, dzięki któremu twoje dłonie płoną jak rozżarzony metal.
PAGE	534
H3	Runiczne żelazo do piętnowania
P	◇, <i>magiczne</i>
P	Znalezione w warsztacie jakiegoś Władcy Kuźni (Forge Lord), wciąż zaciśnięte w imadle. Głowica ma kształt runy,
P	15 na 15 cm, z mniejszymi runami wytrawionymi na powierzchni. A przynajmniej na większej jej części. Kilka centymetrów jest pustych – praca najwyraźniej nie została ukończona.
P	Aby odkryć tajemnice tego żelaza i przywłaszczyć sobie jego moc, musisz…
C	… odcyfrować znaczenie run i ustalić, których brakuje.
C	… dokończyć rytowanie, ryzykując błąd, przez który kolejny krok się nie powiedzie.
C	… rozgrzać żelazo do czerwoności i pozwolić się nim napiętnować (tracisz 3d6 HP), a runy znikną z żelaza i wypalą się na twojej duszy.
C	… pozwolić ranie zagoić się i zabliźnić bez pomocy jakiejkolwiek magii.
H3	Palący Dotyk
P	Gdy <b><i>przywołujesz ogień ze swojej duszy i</i></b> <b><i>wlewasz go w dłonie</i></b>, rzuć +CON: <b>przy 7+</b> twoje dłonie płoną jak białe, rozżarzone żelazo (patrz niżej); <b>ale</b> <b>przy 10+</b> najpierw wybierz 1, <b>a przy 7–9</b> najpierw wybierz 2:
B	Wymaga to minut intensywnego skupienia
B	Spala to twoją siłę życiową; tracisz 2d4 HP
B	Ból jest straszliwy; zaznacz osłabienie
P	<b>Przy 6-</b>, cokolwiek jeszcze powie MG, nie możesz zrobić tego ponownie, dopóki nie Wrócisz do Zdrowia.
P	Dopóki twoje <b><i>dłonie płoną</i></b>, twój dotyk zadaje 1d10 obrażeń (<i>ręka</i>, <i>krwawy</i>, <i>niebezpieczny</i>, przebijający 1), podpala drewno, zagotowuje wodę, rozgrzewa metal. Żar nie szkodzi twoim dłoniom, ale twój ekwipunek i reszta ciała nie mają takiej ochrony.
P	Uważaj.
P	Twoje dłonie płoną, dopóki utrzymujesz skupienie, nie dłużej niż minutę, może dwie.
