# minor-song-of-the-dool-trees · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: Pieśń Drzew Dool
# nav_label: Pieśń Drzew Dool
# description: Pieśń Drzew Dool (Song of the Dool Trees), mniejsze arkanum ze Stonetop: zwój i kościany flet, które przyzywają ducha dool i wiążą go jako stronnika.
PAGE	514
H3	Zwój i kościany flet
P	◇, <i>magiczny</i>
P	Zwój zapisany ciasnym pismem, pozornie bezsensownym, z serią przypominających wykresy diagramów. Towarzyszy mu flet z kości (z ludzkiego ramienia?). Zapiski okazują się szyfrem; wykres to być może zapis pieśni.
P	Możesz odkryć sekrety zwoju i fletu, ale…
C	… najpierw musisz odszyfrować zapiski, co zajmie kilka tygodni wysiłku.
C	… za pierwszym razem, gdy użyjesz fletu, ryzykujesz, że źle zagrasz i rozdrażnisz ducha dool.
H3	Pieśń Drzew Dool
P	Gdy <b><i>stoisz wśród drzew dool i grasz</i></b> <b><i>właściwą melodię na flecie z kości mordercy</i></b>, przyzywasz ducha dool i wiążesz go w swojej służbie.
P	Traktuj go jak stronnika. Naraz może ci służyć tylko jeden duch dool.
ICON	icons/spirit.svg
H3	Duch dool
P	<i>Duch, przerażający, skradający się, podstępny</i>
P	<b>HP</b> 13; <b>Pancerz</b> 1 (bezkształtny)
P	<b>Obrażenia</b> żywi się strachem d6 (<i>ręka</i>, <i>blisko</i>, ignoruje pancerz, utrudnienie)
P	<b>Instynkt</b> posuwać się za daleko
P	<b>Cechy szczególne</b> bezsilny w jasnym świetle
P	• Wyczuć wątpliwości i zmartwienia ofiary
P	• Kształtować dźwięk i cień, by niepokoić i straszyć
P	• Objawić się jako lęki ofiary (zranić go może tylko ten, kto zapanuje nad swoim strachem)
P	<b>Cena</b> nowe, wyszukane lęki (Lojalność ◇◇◇ )
P	<b>HP</b>
