# minor-heliors-shining-ring · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 45da0e9ca0f589cb3939676ae9a47168ca89e0a544b241458f19edd8c44ac5e8
# title: Lśniący Pierścień Heliora
# nav_label: Lśniący Pierścień Heliora
# description: Lśniący Pierścień Heliora (Helior's Shining Ring), mniejsze arkanum ze Stonetop: złoty pierścień, który gromadzi światło dnia i rozbłyska świętym blaskiem.
PAGE	516
H3	Złoty pierścień
P	<i>magiczny</i>
P	Ta prosta, złota obrączka łapie światło i lśni, nawet w ciemności. Sama jej obecność napełnia dobrych ludzi spokojem i nadzieją, a sługi ciemności zazdrosną nienawiścią.
P	Możesz odkryć sekrety tego pierścienia, ale najpierw musisz…
C	… nosić pierścień bez przerwy przez 40 dni, każdego dnia oglądając wschód słońca.
C	… nosząc pierścień, dokonać aktu dobroczynności, który odmieni życie obdarowanego.
C	… uczestniczyć w pobożnym i należytym kulcie Heliora.
H3	Lśniący Pierścień Heliora
P	Światło Dnia: ◇◇◇
P	Gdy <b><i>spędzasz większą część dnia, nosząc</i></b> <b><i>pierścień i czcząc Heliora w pełnym słońcu</i></b>, zyskujesz zapas 1 Światła Dnia.
P	Gdy <b><i>nosisz pierścień w cieniu lub ciemności</i></b> <b><i>i wydajesz 1 Światło Dnia</i></b>, pierścień rozbłyska świętym światłem (<i>niedaleko</i>, <i>obszar</i>), na które istotom ciemności patrzeć jest boleśnie. Świeci przez kilka godzin, dopóki go nie zgasisz albo dopóki inny efekt (jak Inwokacje Niosącego Światło) nie zużyje jego paliwa lub go nie zdusi.
P	Niestety, gdy pierścień świeci, lśni też jak psychiczna latarnia, zdradzając twoją obecność i położenie sługom ciemności na wiele kilometrów wokół.
