# minor-peacebond · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 593033fb6f630dbae6870a3fc6944a32b29de7158f84a23477c3bcf3587ae464
# title: Więź Pokoju
# nav_label: Więź Pokoju
# description: Więź Pokoju (Peacebond), mniejsze arkanum ze Stonetop: glify z zapieczętowanej jaskini, które tłumią wszelką przemoc w oznaczonym miejscu.
PAGE	519
H3	Zapieczętowana jaskinia
P	<i>magiczna</i>
P	Wysoko we wzgórzach lub w górach można znaleźć zamurowany wylot jaskini. W środku leżą dziesiątki zwłok, zachowanych przez stulecia dzięki zimnu.
P	Wiele z nich ma zniekształcone szczęki, zbyt duże zęby, wydłużone palce zwężające się w szpony. Niewiele nosi ślady przemocy; wygląda na to, że po prostu się położyły i umarły.
P	I rzeczywiście, zapętlone glify wyryte na wszystkich ścianach jaskini wysysają z ciebie wolę zmagania się, walki, robienia czegokolwiek… w ogóle. Możesz poznać ich tajemnice, ale…
C	… zajmie to dni starannego przepisywania, nawiedzanego przez posępne cienie.
C	… ryzykujesz, że ulegniesz tutejszej niemocy.
H3	Więź Pokoju
P	Gdy <b><i>oznaczasz miejsce glifami</i></b> <b><i>więzi pokoju</i></b>, przemoc (nawet w obronie własnej) jest w tym obszarze tłumiona, dopóki glify trwają. Im dłużej ktoś przebywa w obszarze objętym więzią pokoju i im gęściej utkane są glify, tym silniejszy efekt.
P	Gdy <b><i>próbujesz dopuścić się przemocy w</i></b>
P	<b><i>obszarze objętym więzią pokoju albo uszkodzić same</i></b>
P	<b><i>glify więzi pokoju</i></b>, wahasz się.
P	Jeśli <b><i>zmuszasz się, by działać dalej</i></b>, trać 1d4 HP i rzuć +WIS: <b>przy 10+</b> działasz; <b>przy 7-9</b> działasz, ale masz utrudnienie we wszystkich rzutach na przemoc (w tym na obrażenia); <b>przy 6-</b> nie udaje ci się zadziałać i zaznaczasz <i>oszołomiony</i>.
