# minor-cold-mind-iron-body · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 2ec884aaa4d10c054e5918043da576e12fc29e02a1fd523c755f1542f1aec28b
# title: Zimny Umysł, Żelazne Ciało
# nav_label: Zimny Umysł, Żelazne Ciało
# description: Zimny Umysł, Żelazne Ciało (Cold Mind, Iron Body), mniejsze arkanum ze Stonetop: paciorki modlitewne Władców Szronu, które uczą medytacyjnej wytrzymałości.
PAGE	526
H3	Sznur paciorków modlitewnych
P	◇ <b>,</b> <i>magiczny</i><b>,</b> <i>piękny</i>
P	Sznur długi na prawie 3 m, nawleczony brązowymi paciorkami. Na każdym paciorku wyryto inny glif i postać w niepowtarzalnej pozie medytacyjnej.
P	Gdy przesuwasz palcami po paciorkach, czujesz spokój – ale też bezlitosny ciężar osądu.
P	By odkryć sekrety paciorków modlitewnych, musisz...
C	… odczytać glify Władców Szronu wytłoczone na paciorkach.
C	… nauczyć się medytacyjnych pieśni towarzyszących paciorkom (ze skarbnicy wiedzy albo od kogoś, kto je zna).
C	… spędzić porę roku w odosobnieniu, nago i poszcząc, medytując z paciorkami, ryzykując chorobę, wypadek i niefortunne przygody.
H3	Zimny Umysł, Żelazne Ciało
P	Przygotowanie ◇◇◇
P	Gdy <b><i>Umacniasz Się, spędzając czas wolny w odosobnieniu, poszcząc i medytując z paciorkami modlitewnymi</i></b>, zyskujesz zapas Przygotowania (zgodnie z ruchem Umacniać Się).
P	Dopóki <b><i>masz co najmniej 1 Przygotowanie</i></b>, potrzebujesz tylko godziny snu na dobę, możesz znosić zimną pogodę bez <i>ciepłego</i> ubrania i nie musisz zużywać zapasów ani prowiantu w podróży ani przy rozbijaniu obozu. Po mniej więcej dziesięciu dniach takiego surowego życia trać 1 Przygotowanie.
P	Możesz też wydać 1 Przygotowanie, by:
B	Dodać +1 do dowolnego rzutu już po jego wykonaniu (maks. +1 na rzut)
B	Usunąć osłabienie albo odmówić jego zaznaczenia
B	Dokonać wyczynu skrajnej wytrzymałości
B	Zignorować obrażenia od źródła energii żywiołów (ognia, zimna, błyskawicy itp.)
