# minor-opening-the-way · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 27eb42b8ac31eb1208c4715f84daab1e345c0984da62fa44a675b5e875b63881
# title: Otwarcie Drogi
# nav_label: Otwarcie Drogi
# description: Otwarcie Drogi (Opening the Way), mniejsze arkanum ze Stonetop: archaiczny list i zaklęcie, które otwiera przejście między dwoma portalami.
PAGE	517
H3	Wiekowy list
P	<i>kruchy</i>
P	List na wyblakłym, dziurawym papirusie, napisany archaiczną odmianą języka południowego. Zaprasza „Boasa” w odwiedziny „przez najbliższy ci portal”, podając instrukcje i krąg tajemnych symboli. „Po przybyciu zapytaj o Calcusa”.
P	By odkryć tajemnice tych portali, musisz…
C	… przetłumaczyć archaiczny dialekt.
C	… znaleźć portal (inny niż ten przedstawiony w liście).
C	… ustalić, jak „przywołać aksjomat lokalnego zarażenia”.
C	… zdobyć sakiewkę sproszkowanego cynobru ◇ (1d4+8 użyć, Wartość 2).
C	… spróbować rzucić zaklęcie po raz pierwszy, ryzykując, że rzucisz je źle.
H3	Otwarcie Drogi
P	◇ sakiewka sproszkowanego cynobru (◇◇◇◇◇◇◇◇◇◇◇◇ użyć, Wartość 2)
P	Gdy <b><i>atramentem ze sproszkowanego cynobru</i></b> <b><i>starannie odrysowujesz symbole jednego portalu wewnątrz</i></b> <b><i>trwałych symboli drugiego, a potem przywołujesz</i></b> <b><i>aksjomat lokalnego zarażenia</i></b>, między portalami otwiera się przejście, które trwa, dopóki nie opuścisz ich obecności albo nie odwołasz aksjomatu. Narysowane przez ciebie symbole znikają. Przejście przez portale jest zwykle bezpieczne i natychmiastowe.
P	Gdy <b><i>stoisz przed jednym portalem i trzymasz</i></b> <b><i>symbole innego portalu doskonale w umyśle</i></b>, zaznacz osłabienie, by ukazać te symbole jako linie jarzącego się światła. Gdy <b><i>następnie przywołujesz</i></b> <b><i>aksjomat lokalnego zarażenia</i></b>, rzuć +INT: <b>przy 10+</b> portale się otwierają, ale zamykają się, gdy tylko twoje skupienie osłabnie; <b>przy 7-9</b> jak przy 10+, ale tylko jeśli zaznaczysz kolejne osłabienie; <b>przy 6-</b> zaznacz osłabienie i tracisz przytomność z wysiłku.
P	20
