# minor-the-brooms-lullaby · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 4e2e4464381576f074f5685ab18163fba5646fc1ad6c5d826787c29f45fc9a8b
# title: Kołysanka Miotły
# nav_label: Kołysanka Miotły
# description: Kołysanka Miotły (The Broom's Lullaby), mniejsze arkanum ze Stonetop: skromna jarzębinowa miotła, której pieśń zatrzymuje słuchaczy i usypia.
PAGE	537
H3	Skromna miotła
P	◇, <i>magiczna, prymitywna</i>
P	Zwykły wytarty kij z jarzębiny, któremu przydałyby się nowe witki. Nie poświęciłbyś mu drugiej myśli. Tyle że… gdy go trzymasz i nim zamiatasz, łapiesz się na nuceniu na wpół zapomnianej melodii.
P	Najwyraźniej w tej miotle kryje się więcej, niż widać na pierwszy rzut oka. Aby odkryć jej tajemnice, musisz…
C	… znaleźć Fae, który słyszy pieśń miotły w całości.
C	… przekonać go, by nauczył cię całej pieśni miotły.
C	… używać miotły co najmniej raz dziennie przez całą porę roku, śpiewając przy tym kołysankę.
C	… zaryzykować zapadnięcie w trwały, bezczasowy sen, ćwicząc kołysankę.
H3	Kołysanka Miotły
P	<i>magiczna, obszar, niedaleko</i>
P	Gdy <b><i>zaczynasz zamiatać jakiś obszar, cicho</i></b> <b><i>śpiewając kołysankę</i></b>, rzuć +CHA: <b>przy 7+</b> ci, którzy cię widzą i słyszą, przerywają, by patrzeć i słuchać, przynajmniej przez chwilę, zauroczeni, zdezorientowani lub rozbawieni – stosownie do swojej natury i okoliczności. Otrząsają się, jeśli zostaną zranieni lub zagrożeni. <b>Ponadto</b> <b>przy 10+</b> możesz utrzymać ich uwagę przez całą kołysankę, o ile nikt nie zostanie zraniony ani zagrożony.
P	Gdy <b><i>śpiewasz całą kołysankę, cały czas</i></b> <b><i>zamiatając</i></b>, rzuć +CHA: <b>przy 10+</b> wszyscy, którzy cię słyszą, zapadają w głęboki sen i będą skłonni uznać to wszystko za zwykły sen; <b>przy 7-9</b> wszyscy, którzy cię słyszą, zaczynają przysypiać lub zapadają w płytki, niespokojny sen, ale gdy się ockną, na pewno będą to pamiętać; <b>przy 6-</b> co najmniej jeden ze słuchaczy otrząsa się i uświadamia sobie, jak dziwne jest to wszystko.
P	60
