# minor-groundskimmer · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 9c7a664ddb726cc31d443a9a2dac8e99e10a0570c9fa11faab08631e1e96fcac
# title: Ślizgacz
# nav_label: Ślizgacz
# description: Ślizgacz (Groundskimmer), mniejsze arkanum ze Stonetop: dwukadłubowa łódź z eterium, która unosi się nad ziemią i żegluje z wiatrem przez Równiny.
PAGE	532
H3	Dziwny pojazd
P	<i>duży, magiczny, kruchy</i>
P	To jak dwa z tych czółen, których używają w Skraju Moczarów (Marshedge), tylko większe i z dużymi płetwami z tyłu.
P	Łączą je belki, a na nich osadzono pomost. Jedno z czółen ma wysoki maszt, złamany w połowie, z wciąż przyczepionym podartym trójkątem płótna. Znaczna część drewna jest spróchniała. Czółna są opasane eterium i obciążone kamieniami.
P	Podejrzewasz, że to jakiś pojazd, ale by odkryć jego tajemnice…
C	… potrzebujesz wprawnego cieśli, dobrego drewna (Wartość 2), nowego żagla (Wartość 1) i pory roku spędzonej na naprawach.
C	… ryzykujesz dalsze uszkodzenie go lub to, że on/eterium odleci.
C	… musisz dostroić się do eterium, by panować nad tym, jak wysoko się unosi.
C	… ty i ktoś jeszcze musicie spędzić porę roku na nauce żeglowania nim, ryzykując obrażenia i uszkodzenie pojazdu.
H3	Ślizgacz
P	<i>duży, magiczny, niebezpieczny,</i> wymaga dwuosobowej załogi. Ślizgacz może unieść mniej więcej tyle, co w pełni załadowany wóz. Gdy <b><i>chwytasz rumpel</i></b> <b><i>i się skupiasz</i></b>, możesz regulować, jak mocno eterium pojazdu odpycha się od ziemi. Gdy <b><i>właściwie</i></b> <b><i>dostosujesz je do obecnego ładunku</i></b>, unosi się na kilkadziesiąt centymetrów nad ziemią i może żeglować przez krainę. Przy dobrym wietrze i bezpiecznym tempie może przebyć Równiny wszerz w ok. 8 godzin. Żegluga pod wiatr jest znacznie wolniejsza i wymaga halsowania zygzakiem.
P	Zła pogoda, duża prędkość, zbyt wysoki lot, nierówny teren, omijanie przeszkód, uszkodzenia, zderzenia i nagłe zmiany ładunku – wszystko to wymaga Stawiania Czoła Niebezpieczeństwu (przez ciebie/twoją załogę/twoich pasażerów).
P	Żegluga przez Wielką Puszczę (Great Wood) jest niemożliwa (zbyt gęsto). Zjeżdżanie z traktu na Ziemiach Tarasowych, Pogórzu czy w górach to samobójstwo; nawet trzymanie się Traktów Twórców w tych regionach jest niebezpieczne.
