# minor-hand-of-aals-sannan · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 2d2efb822e688b20e19ee93e6a9a75f75d5ef49203e5fb49fb8859ad8f119f2b
# title: Dłoń Aalsa Sannana
# nav_label: Dłoń Aalsa Sannana
# description: Dłoń Aalsa Sannana (Hand of Aals Sannan), mniejsze arkanum ze Stonetop: zmumifikowana dłoń czarownika, która leczy za cenę twojej duszy.
PAGE	536
H3	Zmumifikowana dłoń
P	◇, <i>magiczna, krucha</i>
P	Znaleziona w grawerowanej ołowianej szkatule, ta makabryczna relikwia jest ozdobiona trzema złotymi pierścieniami (Wartość 2).
P	Każdy pierścień ma puste oczko, jakby miał trzymać kamień. Zostały w nich tylko ciemne, podobne do rdzy płatki.
P	Dłoń wciąż tętni bezbożną żywotnością. By odkryć jej tajemnice, musisz...
C	… poznać imię czarownika, do którego należała ta dłoń.
C	… poznać słowa mocy i opisany niżej proces.
C	… przez trzy osobne noce moczyć inny kawałek czerwonego kryształu (Wartość 1) w misie z własną świeżą krwią (5 HP, zaznacz osłabienie), przez całą noc intonując słowa mocy, a potem osadzić wciąż ociekający kryształ w jednym z pierścieni zdobiących dłoń.
H3	Dłoń Aalsa Sannana
P	Gdy ty (i tylko ty) <b><i>dotykasz dłoni i</i></b> <b><i>wymawiasz imię Aalsa Sannana,</i></b> wszystkie trzy kryształy przygasają, a moc dawno zmarłego czarownika przenika cię. Przywróć HP do maksimum, wymaż osłabienia i ulecz wszelkie groźne rany (jeśli umierałeś, już nie umierasz). Zaznacz też jedno:
P	◇ Część twojego wyglądu się zmienia, upodabniając cię do Aalsa Sannana.
P	◇ Twój instynkt się zmienia na bardziej cyniczny/manipulacyjny/ambitny.
P	◇ Twoje serce twardnieje wobec kogoś, na kim ci zależy – odtąd widzisz w nim tylko narzędzie albo zagrożenie.
P	Gdy <b><i>wszystkie trzy są zaznaczone</i></b>, trzy kryształy rozsypują się w pył. Wymaż wszystkie trzy znaczniki, ale ich skutki pozostają. Wymaż też trzy ostatnie pola na awersie tej karty. Dopóki nie zastąpisz wszystkich trzech kryształów, nie możesz używać tego arkanum.
