# minor-laoj-daveths-galvanic-infusion · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 19d905a17a1c6cdd4e449b0b3c9cfe444a196b16783503f90a520f79a999d42d
# title: Galwaniczny Napar Laoja Davetha
# nav_label: Galwaniczny Napar Laoja Davetha
# description: Galwaniczny Napar Laoja Davetha (Laoj Daveth's Galvanic Infusion), mniejsze arkanum ze Stonetop: zaklęcie, które czerpie moc z eterium, dając HP i czujność bez snu.
PAGE	508
H3	Stary futerał na zwoje
P	◇, <i>kruchy</i>
P	Skórzany futerał na zwoje, popękany i nadgryziony zębem czasu.
P	W środku jest podarty list i para małych, niebieskawych sztabek. To list w dawnym dialekcie Ludu Wzgórz (Hillfolk), od ucznia do mistrza. Opisuje ćwiczenie umysłowe pozwalające czerpać utajoną moc z eterium.
P	Ze zwoju możesz się nauczyć <b>Galwanicznego Naparu Laoja Davetha</b>, ale…
C	… musisz przetłumaczyć list.
C	… zajmie to kilka tygodni wytrwałej nauki.
C	… zużyjesz jedną ze sztabek eterium (lub inne źródło eterium).
C	… grozi ci porażenie i/lub zużycie drugiej sztabki.
H3	Galwaniczny Napar Laoja Davetha
P	Gdy <b><i>dotykasz kawałka eterium i wciągasz</i></b> <b><i>jego moc w siebie</i></b>, rzuć +CON: <b>przy 7+</b> wchłaniasz moc i zyskujesz 1d8 HP (nawet jeśli przekroczysz przez to swoje maksymalne HP); <b>ale przy 7-9</b> eterium zostaje wyczerpane i rozsypuje się w kredową grudę śniedzi.
P	Zaklęcie trwa, dopóki go nie odwołasz albo dopóki nie wyrzucisz 6- w którymkolwiek ruchu. Dopóki trwa, nie musisz spać i pozostajesz niezwykle czujny i skupiony – masz przewagę we wszystkich rzutach z WIS.
P	Jeśli czuwasz dłużej niż kilka dni, twoje ciało jest coraz bardziej wyczerpane i grożą ci halucynacje, paranoja i uzależnienie.
P	Gdy <b><i>zaklęcie się kończy,</i></b> tracisz 1d8 HP.
