# minor-the-flesh-is-like-clay · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: a646473d865f407fe74be39aeab2c295a62736990923692ba512f7e0749d871f
# title: Ciało Jest Jak Glina
# nav_label: Ciało Jest Jak Glina
# description: Ciało Jest Jak Glina (The Flesh Is Like Clay), mniejsze arkanum ze Stonetop: skażona jaskinia, w której okrutna ofiara z krwi przekształca twoje ciało.
PAGE	528
H3	Upiorna jaskinia
P	Gdzieś jest jaskinia – gdzieś, gdzie nigdy nie dociera światło – w której ściany to kłębiące się formacje, śliskie i mokre, połyskujące żyłami czerwonego kryształu, który już się nie jarzy. Kamień faluje w migotliwym świetle pochodni. Tak, tak, to na pewno to... złudzenie światła, nic więcej.
P	Na jaskini wciąż ciąży piętno Istoty z Głębin, ale została odcięta od jej mocy. By odkryć jej sekrety, musisz…
C	… poznać imię Istoty z Głębin, która niegdyś skaziła to miejsce.
C	… pozostać tu w całkowitej ciemności przez co najmniej całą dobę, mimo koszmarów i omamów wystawiających twoją duszę na próbę.
C	… przynieść do jaskini wciąż żywą, stałocieplną istotę i przelać jej krew na kamienie, intonując imię Istoty z Głębin, która niegdyś dotknęła tego bezbożnego miejsca.
H3	Ciało Jest Jak Glina
P	Gdy <b><i>okrutnie zabijasz stałocieplną istotę</i></b> <b><i>w jaskini,</i></b> podobnej wielkości co ty, i <b><i>rozmazujesz jej krew i swoją na kamieniach,</i></b> zaznacz 1:
C	Zyskaj bezbożną odporność: zwiększ swoje maksymalne HP o 2 i zyskaj +1 pancerza przeciw wszystkiemu poza brązem.
C	Zyskaj jedną z fizycznych cech swojej ofiary (jej siłę, szybkość, urodę, mocne serce itp.).
C	Uzdrów się z trwałego urazu (odrośnięcie kończyny, usunięcie blizny, naprawa chorego kolana itp.).
P	<b><i>Za każdym razem, gdy używasz tej mocy</i></b>, zaznacz wszystkie trzy osłabienia. Z każdym użyciem część czerwonego kryształu znika z jaskini. Po trzecim użyciu kryształ i moc jaskini przepadają.
