# minor-the-eye-opened · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 0e13cd32e023a62ae38aa24b277b9f070ae4f81362a07bbb0531811102862835
# title: Oko, Otwarte
# nav_label: Oko, Otwarte
# description: Oko, Otwarte (The Eye, Opened), mniejsze arkanum ze Stonetop: lśniący biały klucz, który otwiera oko umysłu, by widzieć umysły i aury.
PAGE	519
H3	Klucz…?
P	<i>magiczny</i>, <i>przerażający</i>
P	Ukryta w jakimś skarbcu Twórców leży lśniąca biała rzecz, niby klucz, powiedzmy, ale nie żaden konkretny klucz, raczej <i>idea</i> kluczowości. Patrzenie prosto na nią boli; uświadamia ci, że twoje ciało umiera.
P	To nie ty odkrywasz tajemnice tego klucza – to raczej on otwiera ciebie. Ale tylko jeśli…
C	… opanujesz strach i zmusisz się, by go dotknąć.
C	… będziesz go mocno trzymać, gdy szarpie twój umysł i duszę, nie puszczając go.
C	… przetrwasz kilka tygodni straszliwych migren i rozbłysków barw, ucząc się uspokajać i kontrolować nowe oko swojego umysłu.
H3	Oko, Otwarte
P	Gdy <b><i>spędzasz kilka minut na cichej medytacji i otwierasz oko umysłu</i></b>, pojawia się ono na twoim czole jako lśniący punkt światła. Pospolita materia i energia wydają ci się przyćmione i bezbarwne, ale umysły i aury widzisz w świetlistych szczegółach.
P	Dopóki <b><i>oko twojego umysłu jest otwarte</i></b>, możesz zapytać MG: „Jakie myślące istoty są tu obecne?”
P	i otrzymać szczerą odpowiedź.
P	Gdy <b><i>Szukasz Wglądu z otwartym</i></b> <b><i>okiem umysłu</i></b>, pytania, które możesz zadać, zmieniają się na poniższe:
B	Czy kłamią lub próbują wprowadzić w błąd?
B	Co tak naprawdę teraz czują?
B	Co zamierzają zrobić?
B	Czego tutaj boją się najbardziej?
B	Czy coś kontroluje ich umysł, emocje lub czyny, a jeśli tak, to co?
P	24
