# minor-flying-cloak · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 3f5f1fb30efb279908bb3b21b89d5f607a270fba210be7356d732f1302884677
# title: Latający Płaszcz
# nav_label: Latający Płaszcz
# description: Mniejsze arkanum Latający Płaszcz (Flying Cloak): bogato haftowany płaszcz ze spętanym duchem burzy, który unosi swojego pana w powietrze.
PAGE	522
H3	Płaszcz, bogato haftowany
P	◇, <i>magiczny</i>, <i>ciepły</i>
P	Przepysznie delikatna wełna, barwiona na bladoniebieskoszary kolor i haftowana stylizowanymi chmurami. Brzeg zdobią niebieskobiałe runy wyszyte drutem z eterium. W dotyku jest wilgotny, pachnie deszczem i ozonem i trzepocze na wietrze, którego nie ma.
P	Gdy <b><i>zakładasz płaszcz</i></b>, zaczynasz wyczuwać uwięzioną w nim obecność, pulsującą i niecierpliwą. Aby odkryć tajemnice płaszcza, musisz...
C	… poznać imię spętanego ducha.
C	… odcyfrować słowo rozkazu, wyhaftowane starożytnym pismem Twórców.
C	… nagiąć ducha do swojej woli, ryzykując jego (niszczycielską) ucieczkę.
H3	Latający Płaszcz
P	Gdy <b><i>nosisz płaszcz i wypowiadasz słowo</i></b> <b><i>rozkazu</i></b>, duch burzy w płaszczu budzi się do życia i słucha cię jako stronnik. Nigdy nie chce lądować; musisz wydać jego Lojalność lub go Przekonać.
ICON	icons/spirit.svg
H3	Duch w płaszczu
P	<i>Duch, magiczny, dumny, niemy</i>
P	<b>HP</b> 13; <b>Pancerz</b> 1 (bezkształtny)
P	<b>Obrażenia</b> smagający wiatr, deszcz, szczątki d6
P	(<i>niedaleko, obszar</i>)
P	<b>Instynkt</b> „nie słyszeć” twoich rozkazów
P	• Unieść swojego pana w powietrze na poduszce wirujących wiatrów
P	• Wywołać burzę w locie
P	• Siać spustoszenie w otoczeniu
P	• Ciskać błyskawicami z szalejącej burzy, d10+3 (<i>daleko</i>, <i>odrzucający</i>, <i>przeładowanie</i>)
P	<b>Cena</b> godziny latania (Lojalność ◇◇◇ )
P	<b>HP</b>
P	Na początku 13
