# minor-the-six-locks-of-sajua · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: c055199618a593b8fdfd5acd1ca7a0eb0c42c1f3ef26f1a44ef2373d20511ee1
# title: Sześć Zamków Sajui
# nav_label: Sześć Zamków Sajui
# description: Sześć Zamków Sajui (The Six Locks of Sajua), mniejsze arkanum ze Stonetop: łańcuch zardzewiałych kłódek, które więżą dusze umierających.
PAGE	515
H3	Łańcuch zardzewiałych kłódek
P	◇, <i>magiczny</i>
P	Łańcuch o sześciu ogniwach, a na każdym ogniwie wisi skorodowana brązowa kłódka. Na 1d4+1 kłódkach widnieje stylizowana twarz, zastygła w zardzewiałym grymasie. Klucze do tych kłódek zaginęły w pomroce dziejów.
P	Gdy <b><i>trzymasz jedną z kłódek z twarzą i</i></b> <b><i>patrzysz jej w oczy</i></b>, słyszysz głos uwięzionej w niej duszy zmarłego: pełen nienawiści, zdesperowany, błagający o uwolnienie.
P	Możesz opanować te kłódki, jeśli…
C	… przekonasz jeden z cieni, by wyjawił, jak go pojmano.
C	… przekonasz cień, by wyjawił, co się dzieje, gdy otworzy się kłódkę.
C	… znajdziesz sposób na otwarcie kłódek.
H3	Sześć Zamków Sajui
P	Niepokój: ◇◇◇◇◇◇◇
P	Gdy <b><i>rozmazujesz krew umierającego na</i></b> <b><i>otwartym Zamku Sajui, a potem go zamykasz</i></b>, rzuć
P	+CON: <b>przy 10+</b> jego dusza zostaje uwięziona w kłódce;
P	<b>przy 7-9</b> jego dusza zostaje uwięziona, ale cały zwykły metal w twojej obecności rdzewieje lub matowieje, koroduje i słabnie.
P	Gdy <b><i>wymuszasz obietnicę na uwięzionej duszy</i></b>
P	<b><i>i otwierasz kłódkę, która ją więzi</i></b>, dusza musi dotrzymać litery swojej obietnicy, zanim pójdzie własną drogą. Poproś MG, by traktował ją jak ducha (choć niekoniecznie jak stronnika); otwarta kłódka służy jej za uwięź, przynajmniej na razie.
P	Za każdym razem, gdy uwalniasz duszę, zaznacz 1 Niepokój i rzuć 1d6. Jeśli wynik jest niższy niż twój Niepokój, słyszysz w oddali zew Bladego Łowcy (Pale Hunter). Spodziewaj się rychłej wizyty.
P	16
