# minor-thunderbolt-bow · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 5146230ac1ac533ed051ae2a06ef4b5a47f8067e52b187ae4c80ad6ad7627690
# title: Łuk Pioruna
# nav_label: Łuk Pioruna
# description: Mniejsze arkanum Łuk Pioruna (Thunderbolt Bow): łuk bez cięciwy z bladoniebieskiego metalu, który zamiast strzał wypuszcza pioruny.
PAGE	532
H3	Łuk bez cięciwy
P	◇, <i>magiczny</i>
P	Krótki płaski łuk z bladoniebieskiego metalu, sztywny i wdzięcznie wygięty, choć nienaciągnięty.
P	Nie ma nawet zaczepów, do których <i>można by</i> przymocować cięciwę.
P	Wydaje się niewiele wart, ale kryje w sobie więcej, niż widać na pierwszy rzut oka. Aby odkryć jego tajemnice, musisz…
C	… zdobyć rękawicę z eterium, właściwie dostrojoną do łuku.
C	… poznać sekretne słowo, które uruchamia łuk.
C	… naładować łuk błyskawicą, ryzykując uszkodzenie łuku lub siebie.
C	… spędzić kilka tygodni na ćwiczeniach, ryzykując przy tym wszelkiego rodzaju szkody uboczne.
H3	Łuk Pioruna
P	◇, <i>daleko</i>, <i>odrzucający</i>, <i>magiczny</i>, <i>głośny</i>, <i>przeładowanie</i>, ignoruje pancerz, ◇ dużo, mało amunicji, brak ◇◇
P	Gdy <b><i>wypowiadasz sekretne słowo</i></b>, łuk się uruchamia i złowieszczo buczy. Gdy następnie <b><i>zakładasz rękawicę z eterium i chwytasz miejsce, gdzie</i></b> <b><i>powinna być cięciwa</i></b>, między ramionami łuku pojawia się trzeszcząca linia błyskawicy.
P	Gdy <b><i>napinasz błyskawicę</i></b>, w miejscu strzały formuje się piorun. Materializuje się w ciągu jednego głębokiego oddechu, po czym możesz Wypuścić Pocisk.
P	Aby uzupełnić amunicję, musisz naładować łuk błyskawicą.
P	Gdy <b><i>napinasz błyskawicę przez co najmniej</i></b> <b><i>dziesięć głębokich oddechów</i></b>, zużywasz amunicję. Twój następny strzał zadaje +1d4 obrażeń (+<i>obszar</i>, +<i>niebezpieczny</i>), ale jeśli przy Wypuszczeniu Pocisku wyrzucisz dwie jedynki, łuk wybucha (3d6 obrażeń, <i>zasięg</i>, <i>obszar</i>, <i>odrzucający</i>, <i>głośny</i>).
