# minor-ice-weaving · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 694cfeb77f5ccbbcfcdbed536d559696a7e4b121898a35789b2be85f19370169
# title: Tkanie Lodu
# nav_label: Tkanie Lodu
# description: Tkanie Lodu (Ice Weaving): mniejsze arkanum – ogromny kodeks Władców Szronu, który uczy, jak siłą woli kształtować ciemny lód.
PAGE	515
H3	Ogromny kodeks
P	<i>nieruchomy</i>, <i>kruchy</i>
P	Księga o wymiarach około 60 na 90 cm, zamknięta ma nieco ponad 15 cm grubości. Okładka jest z desek srebrzystego cedru. Karty są z delikatnego welinu, rozpiętego ze skór jakiejś ogromnej bestii.
P	Strony są pełne kaligrafii, dużej i precyzyjnej, z mnóstwem diagramów przedstawiających medytacyjne pozy i dziwne geometryczne wzory związane z ciepłem, wodą i lodem.
P	Aby odkryć tajemnice kodeksu, musisz…
C	… odcyfrować pismo, zapisane odmianą alfabetu Władców Szronu (Rime Lords).
C	… spędzić miesiące na studiowaniu tekstu i ćwiczeniu opisanych w nim technik.
C	… zaryzykować trwałe uszczerbki na zdrowiu, opanowując je.
H3	Tkanie Lodu
P	Gdy <b><i>siłą woli każesz powstać ciemnemu lodowi</i></b>, stracisz 1 HP, +1
P	HP za każde z poniższych, którego pragniesz:
B	Wystarczy go, by postawić niewielki mur lub uwięzić w nim człowieka (w przeciwnym razie ma co najwyżej ◇◇)
B	Jest twardy jak kamień
B	Jest materialny dla duchów, może je blokować / ranić / spowalniać Następnie rzuć +CON: <b>przy 10+</b> wybierz 2; <b>przy 7–9</b> wybierz 1 albo wybierz 2 i strać kolejne 2 HP.
B	Powstaje szybko, wręcz gwałtownie (w przeciwnym razie trwa to minuty, a nawet godziny)
B	Powstaje w zasięgu do <i>niedaleko</i> (w przeciwnym razie tylko w zasięgu <i>ręki</i>)
B	Jego kształt jest tak misterny, jak tylko potrafisz sobie wyobrazić (w przeciwnym razie to tylko toporny blok)
P	Lód trwa, dopóki nie zostanie rozbity, stopiony intensywnym żarem albo dopóki nie pozwolisz mu stopnieć. Dopóki trwa, nie możesz odzyskać wydanych HP.
