# minor-call-of-the-hunt · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: ec49800ea810eb7cfe739534bcfa67d520f9b0fbbf0201ffee5977fc3661fa87
# title: Zew Łowów
# nav_label: Zew Łowów
# description: Zew Łowów (Call of the Hunt), mniejsze arkanum: wilcza skóra z duchem samych Łowów, który przywołuje watahę do boku zwierzyny.
PAGE	523
H3	Wilcza skóra
P	<i>magiczna</i>, <i>ciepła</i>
P	Musiała należeć do majestatycznej bestii; starannie wyprawiona, z bladymi kamieniami w miejscu oczu i spinką, by nosić ją jak pelerynę z kapturem. Ale jakkolwiek byś szorował, czerwone plamy nigdy nie schodzą z jej zębów.
P	W skórze mieszka potężny duch, nie tylko wilka, lecz samych Łowów. Aby odkryć jej tajemnice, musisz…
C	… samotnie zapolować na zwierzę przy świetle księżyca, mając na sobie skórę.
C	… wyrwać mu wątrobę gołymi rękami lub zębami i zjeść ją na surowo.
H3	Zew Łowów
P	Gdy <b><i>wyjesz do wschodzącego księżyca, z twarzą umazaną</i></b> <b><i>krwią i odziany tylko w skórę</i></b>, przybierasz postać wilka i wzywasz do swego boku watahę.
P	Nazwij swoją zwierzynę i rzuć…
E	+1, jeśli masz jej trop;
E	+1, jeśli jest sama, ale -1, jeśli nie; oraz
E	-1, jeśli nie bałaby się watahy wilków.
P	<b>Przy 7+</b> osaczasz ofiarę i zadajesz 2d6+4 obrażeń (<i>krwawy</i>), zanim wataha się rozproszy, a ty zrzucisz swoje wilcze ja; <b>przy 10+</b> wybierz też 1;
P	<b>przy 7–9</b> wybierz też 2.
B	Twoja wataha rozszarpuje jednego lub więcej niewinnych
B	Sam otrzymujesz 2d6+4 <i>krwawych</i> obrażeń
B	Twoim instynktem staje się „zachowywać się jak żądny krwi wilk”, dopóki nie Awansujesz na Poziom.
P	<b>Przy 6-</b> ofiara ci umyka, a i tak musisz wybrać 2 z listy powyżej.
P	32
