# initiates-of-danu · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: e324d4b042e66148254d7dbf338a3bc2c979ab1daae5cf28e7ec51cc8238236e
# title: Initiés de Danu
# nav_label: Initiés de Danu
# description: Encart Initiés de Danu : cinq compagnons d'initiation, à prendre comme suivants pour le Béni ayant choisi le passé Initié.
PAGE	145
HR
P	Béni Initiés de Danu, si tu as choisi le passé Initié, alors tu as choisi 2 ou 3 des suivants ci-dessous comme tes compagnons d'initiation. Marque ceux que tu as choisis et traite-les comme des suivants. Barre les autres.
HR
ICON	icons/default.svg
H3	Enfys, l'acolyte
P	<i>Sagesse des oiseaux</i>, <i>innocente</i>, <i>magique</i>, <i>bien informée</i>
P	<b>HP</b> 6 ; <b>Armure</b> 0 <b>HP</b>
P	<b>Dégâts</b> couteau de bronze d4 (<i>main</i>)
P	<b>Instinct</b> se laisser distraire
P	• Parler aux oiseaux Max. 6
P	• Poser une question difficile
P	• S'égarer
P	<b>Prix</b> le savoir, les traditions secrètes ; <b>Loyauté</b> ◇◇◇
P	Choisis 1 sur chaque ligne : il elle iel
C	à peine une enfant au seuil de l'âge adulte une jeune adulte
C	soigneusement choisie marquée par Danu orpheline
C	insouciante curieuse lunatique secrète
HR
ICON	icons/default.svg
H3	Afon, un compagnon d'initiation
P	<i>Sagesse des Fae</i>, <i>sournois, magique, autosuffisant, furtif</i>
P	<b>HP</b> 8 ; <b>Armure</b> 2 (0 contre le fer) <b>HP</b> <b>Dégâts</b> hachette de bronze d6 (<i>main</i>)
P	<b>Instinct</b> agir sur une impulsion
P	• Tisser un glamour mineur Max. 8
P	• Apparaître ou disparaître à l'improviste
P	• Dire une vérité dérangeante
P	<b>Prix</b> l'émerveillement, la joie ; <b>Loyauté</b> ◇◇◇
P	Choisis 1 sur chaque ligne : il elle iel
C	va et vient dans le Bois une hutte près du village
C	distant grivois et lubrique déstabilisant rites de... extase ivresse clair de lune
HR
ICON	icons/default.svg
H3	Gwendyl, ton mentor
P	<i>Sagesse des herbes</i>, <i>bavarde</i>, <i>infatigable</i>, <i>guérisseuse</i>, <i>magique</i>
P	<b>HP</b> 6 ; <b>Armure</b> 0 <b>HP</b>
P	<b>Dégâts</b> couteau de fer d6 (<i>main</i>)
P	<b>Instinct</b> se vexer facilement
P	• Soigner les malades, les blessés, Max. 6 les femmes en travail
P	• Tisser un talisman de fertilité ou de bonne fortune
P	• Relever un défaut chez une personne ou dans un plan
P	<b>Prix</b> les égards, l'affection ; <b>Loyauté</b> ◇◇◇
P	Choisis 1 sur chaque ligne : il elle iel
C	une grande famille t'a recueillie vit seule
C	directe exigeante accablée ne souffre pas les sots rites de... terre & sol deuil supplique
ICON	icons/default.svg
H3	Olwin, ton amant consacré
P	<i>Sagesse des destins</i>, <i>magnifique</i>, <i>passionné</i>, <i>magique</i>
P	<b>HP</b> 6 ; <b>Armure</b> 1 (bouclier) <b>HP</b> <b>Dégâts</b> lance de fer d6 (<i>rapproché</i>, <i>lancé</i>)
P	<b>Instinct</b> manquer de discrétion
P	• Accomplir une divination Max. 6
P	• Prononcer une (terrible) prophétie
P	• Faire toute une histoire à propos de quelque chose
P	<b>Prix</b> la tendresse, le respect ; <b>Loyauté</b> ◇◇◇
P	Choisis 1 sur chaque ligne : il elle iel
C	fiancée véritable amour cérémonial compliqué
C	contrariant dramatique passionné tourmenté rites de... sang feu union sacrée
ICON	icons/default.svg
H3	Seren l'Aînée
P	<i>Exceptionnelle, sagesse des récits, perspicace, fragile, magique</i>
P	<b>HP</b> 3 ; <b>Armure</b> 0 <b>HP</b> <b>Dégâts</b> canne d4 (<i>rapproché</i>)
P	<b>Instinct</b> s'accrocher à la tradition
P	• Consulter les esprits, Max. 3 ou les abjurer
P	• Filer une histoire pour faire valoir un point
P	• Se servir de la honte et de la culpabilité comme leviers
P	<b>Prix</b> la déférence, la sagesse démontrée ; <b>Loyauté</b> ◇◇◇
P	Choisis 1 sur chaque ligne : il elle iel
C	ignorée prise en pitié crainte vénérée
C	méfiante amicale mais ferme impérieuse rites de... fer nomination secrète hiver
P	<b>COMMANDER LES SUIVANTS</b>
P	Quand tu <b><i>leur ordonnes de faire une manœuvre et qu'ils</i></b> <b><i>le font,</i></b> lance +1 au lieu de +CARACTÉRISTIQUE si l'une de leurs étiquettes s'applique (ou +2 s'ils sont aussi <i>exceptionnels</i>). Si aucune étiquette ne s'applique, lance +0. Si l'une de leurs étiquettes te gênerait, lance avec désavantage.
P	Quand ils <b><i>sont sans ordres</i></b> ou qu'ils <b><i>agissent de</i></b> <b><i>leur propre initiative</i></b>, le MJ dit ce qu'ils font et comment ça se passe.
HR
P	<b>RENFORCER VOTRE LIEN</b>
P	Quand tu <b><i>paies leur prix</i></b> et que tu ne l'as pas fait récemment, ils gagnent +1 Loyauté (max 3).
P	Dépense leur Loyauté 1 pour 1 pour les amener à :
B	Surmonter leur peur pour faire ce que tu dis
B	Résister à agir selon leur instinct/leurs étiquettes/leurs traits
B	Faire quelque chose qu'ils ne veulent pas faire (tant que ce n'est ni abject ni suicidaire)
