# playbooks-inserts · fr · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: fr
# source_sha256: 978f0e3cac18afd26b2610f48f3e0a078a9616c3fc70da8d9d2402fc35979bef
# title: Livrets et encarts
# nav_label: Livrets et encarts
# description: Les neuf livrets de classe et les encarts standards, avec des conseils pour les joueurs sur les questions ouvertes des manœuvres.
PAGE	104
P	<b>Ce chapitre s'adresse aux joueurs, mais</b> <b>les MJ devraient le lire aussi !</b>
P	Le contenu de ce chapitre est disponible sous forme de
P	PDF dans un kit de jeu téléchargeable sur www.lampblackandbrimstone.com. Ils sont inclus ici pour référence, pas pour être utilisés pendant la partie.
H2	Livrets
P	Quand tu crées un PJ pour <i>Stonetop</i>, la première chose que tu feras est de choisir ton livret.
P	Chaque livret contient un ensemble de choix, de suggestions et d'options qui orientent vers un archétype de personnage précis, tout en laissant de la place pour rendre ton personnage unique.
P	Ton livret sert aussi de feuille de personnage. Tu l'utiliseras pour suivre les caractéristiques de ton PJ, ses handicaps, ses HP et XP actuels, ses manœuvres, et ainsi de suite. Les livrets sont conçus pour être imprimés recto verso et pliés en leur milieu, de façon à former un petit livret.
P	Les neuf livrets standards sont :
B	<b>Le Béni</b> (page 105)
B	<b>Le Renard</b> (page 109)
B	<b>Le Gros-Bras</b> (page 113)
B	<b>Le Juge</b> (page 117)
B	<b>Le Porte-Lumière</b> (page 121)
B	<b>Le Maréchal</b> (page 125)
B	<b>Le Rôdeur</b> (page 129)
B	<b>Le Chercheur</b> (page 133)
B	<b>L'Apprenti Héros</b> (page 137)
PB
P	Pour une explication de chaque élément d'un livret de PJ, voir <b>Ton personnage</b> (page 50) dans le chapitre précédent.
P	Chaque PJ a aussi au moins un <b>encart</b>. Les encarts standards sont également inclus dans ce chapitre, à partir de la page 141.
H2	Le MJ a un livret, lui aussi
P	Quand tu télécharges le kit de jeu depuis lampblackandbrimstone.com, tu trouveras aussi un PDF du livret du MJ, une collection de règles, de cartes et d'outils pour que le MJ s'y réfère rapidement pendant la partie et la prépa. C'est un résumé du contenu trouvé ailleurs dans ce livre et dans le <i>Livre II</i>, et n'est donc pas inclus dans ce chapitre.
P	Quand tu as des questions sur des manœuvres particulières ou d'autres éléments d'un livret (comment ils fonctionnent, ce que __ signifie exactement, ce qui constitue « une créature des ténèbres », etc.), discutes-en avec le MJ et les autres joueurs. Considérez ce qui a déjà été établi ou sous-entendu, et réglez la question en groupe.
P	Ne sois pas surpris si le MJ te retourne ce genre de questions. « Eh bien, qu'est-ce que <i>toi</i> tu penses que constitue une créature des ténèbres ? »
P	Ce n'est ni un piège ni une ruse ! C'est une invitation à <b>aider à créer le monde</b>. Réponds avec ce qui te semble évident ou intéressant. Sois simplement prêt à ce que cette réponse ait des implications durables sur la façon dont la manœuvre fonctionne dans ta partie !
