# playbooks-inserts · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 978f0e3cac18afd26b2610f48f3e0a078a9616c3fc70da8d9d2402fc35979bef
# title: プレイブックと別紙
# nav_label: プレイブックと別紙
# description: 9つの標準プレイブックと別紙の案内（Playbooks & Inserts）。
PAGE	104
P	<b>この章はプレイヤーに向けたものだが、</b><b>GMも読むべきだ！</b>
P	この章の内容は、
P	www.lampblackandbrimstone.com でダウンロードできるプレイキットのPDFとして入手できる。ここに収めたのは参照のためであり、プレイ中に使うためではない。
H2	プレイブック
P	<i>ストーントップ</i>のPCを作るとき、最初にするのはプレイブックを選ぶことだ。
P	各プレイブックには、特定のキャラクターの原型を指し示す一連の選択、問いかけ、選択肢が収められており、同時にキャラクターを唯一無二のものにする余地も残されている。
P	プレイブックはキャラクターシートも兼ねている。PCの能力値、衰え、現在のHPとXP、ムーブなどを記録するのに使う。プレイブックは両面印刷して真ん中で折り、小さな冊子になるよう作られている。
P	9つの標準プレイブックは以下のとおり：
B	<b>祝福されし者</b>（105ページ）
B	<b>狐</b>（109ページ）
B	<b>用心棒</b>（113ページ）
B	<b>裁き手</b>（117ページ）
B	<b>光を掲げる者</b>（121ページ）
B	<b>統率者</b>（125ページ）
B	<b>野伏</b>（129ページ）
B	<b>探求者</b>（133ページ）
B	<b>英雄志願</b>（137ページ）
PB
P	PCのプレイブックの各要素の説明については、前章の<b>あなたのキャラクター</b>（50ページ）を参照。
P	各PCは少なくとも1つの<b>別紙</b>も持つ。標準の別紙もこの章に収められており、141ページから始まる。
H2	GMにもプレイブックがある
P	lampblackandbrimstone.com からプレイキットをダウンロードすると、GMプレイブックのPDFも見つかる。GMがプレイ中や準備中にすばやく参照できるルール、地図、道具をまとめたものだ。これは本書と<i>Book II</i>のほかの箇所にある内容の要約なので、この章には収めていない。
P	特定のムーブやプレイブックのほかの要素について疑問があるときは（どう働くのか、__が正確には何を意味するのか、何が「闇の生き物」にあたるのか、など）、GMやほかのプレイヤーと話し合おう。すでに確立されたこと、ほのめかされたことを考え、グループで答えを出そう。
P	GMがそうした疑問をあなたに投げ返してきても驚かないこと。「じゃあ、<i>あなた</i>は何が闇の生き物にあたると思う？」
P	これは罠でもごまかしでもない！　<b>世界を共に書き上げる</b>ことへの誘いなのだ。自分にとって当然だと思えること、面白いと思えることを何でも答えよう。ただし、その答えが、あなたのゲームでそのムーブがどう働くかに長く影響しうることは覚悟しておこう！
