# minor-the-sylvan-web · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 05a21a27404d023df7eb72c2411d0eabb7e03d4c727e119c5abd6a2e0f4aeeb7
# title: 森の網
# nav_label: 森の網
# description: 大森林へと意識を広げる虹色の苔、小アルカナム（The Sylvan Web）。
PAGE	521
H3	虹色の苔の茂み
P	<i>魔法</i>
P	大森林（the Great Wood）では、多種多様な木々の茂る木立を見つけることができる。その樹冠の下は光が薄暗く、地面は絡み合った根でごつごつしている。中心には：厚く、色とりどりの苔の茂み。
P	この場所の神秘を解き明かすには、あなたは……
C	……苔の中に横たわり、その巻きひげをあなたの肌と融け合わせねばならない。
C	……自分を見失ったり、敵意ある精霊の怒りを招いたりする危険を冒して、意識を森そのものへと漂わせねばならない。
C	……数週間苔のもとに通い、心を漂わせ、森の感覚を通して世界を知覚することを学ばねばならない。
H3	森の網
P	<b><i>虹色の苔の中に横たわり、</i></b><b><i>大森林へと心を放つ</i></b>とき、何を探しているかを言い、+WISでロールする。<b>10+なら</b>、3つ選ぶ。<b>7〜9</b><b>なら</b>、1つ選ぶ。
B	探しているものの場所を知る
B	探しているものの最近の動き、あるいはその周囲の動きを感じ取る
B	森について、あるいはその中で見つかるものについて、予期せぬことを発見する（何を知ったかをGMに尋ねる）
B	漂うのは1時間ほどで済む（そうでなければ、丸一日を費やす）
P	何を知るにせよ、それは森の感覚に限られ、その感覚を通して濾し取られたものである。
P	28
