# minor-song-of-the-dool-trees · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: ドゥールの木の歌
# nav_label: ドゥールの木の歌
# description: ドゥールの精霊を呼び出して縛る巻物と骨の笛、小アルカナム（Song of the Dool Trees）。
PAGE	514
H3	巻物と骨の笛
P	◇、<i>魔法</i>
P	窮屈な筆跡の、一見意味をなさない文字で書かれた巻物で、グラフのような図がいくつも描かれている。骨の笛（人の腕の骨か？）が添えられている。書き記された音符は暗号であることがわかる。グラフはおそらく歌の記譜なのだろう。
P	巻物と笛の秘密を解き明かすことはできる。だが……
C	……まず音符を解読せねばならない。それには数週間の努力が必要となる。
C	……初めて笛を使うとき、曲を間違えてドゥールの精霊を怒らせる危険を冒す。
H3	ドゥールの木の歌
P	<b><i>ドゥールの木々の間に立ち、人殺しの骨で作った笛で</i></b><b><i>然るべき曲を奏でる</i></b>とき、あなたはドゥールの精霊を呼び出し、あなたに仕えるよう縛る。
P	これを従者として扱う。一度にあなたに仕えるドゥールの精霊は1体だけである。
ICON	icons/spirit.svg
H3	ドゥールの精霊
P	<i>精霊、恐怖、隠密、狡猾</i>
P	<b>HP</b> 13；<b>アーマー</b> 1（不定形）
P	<b>ダメージ</b> 恐怖を貪る d6（<i>至近</i>、<i>近接</i>、アーマー無視、不利）
P	<b>本能</b> やりすぎる
P	<b>特殊能力</b> 明るい光の中では無力
P	• 犠牲者の疑念や不安を感じ取る
P	• 音と影を操って動揺させ、怯えさせる
P	• 犠牲者の恐れの姿で現れる（恐れを克服した者によってのみ傷つく）
P	<b>代価</b> 新たな、極上の恐怖（忠誠 ◇◇◇ ）
P	<b>HP</b>
