# minor-staff-of-magnetism · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 8cc5cdae8c1c13fa439033cfa8f8683c699c1b57c54e223b26cca235dfe23f8f
# title: 磁力の杖
# nav_label: 磁力の杖
# description: 鉄や鋼を意のままに動かす銅の帯の杖、小アルカナム（Staff of Magnetism）。
PAGE	531
H3	銅の帯を巻いた杖
P	◇、<i>魔法</i>
P	高さ約4フィートの短い杖で、先端に向かって細くなり、奇妙な金属の光沢を帯びた黒ずんだ樫でできている。十数本の帯がそれを飾っている。腐食した銅でできており、緑青に厚く覆われ、ところどころ崩れかけている。帯には力のルーンが浮き彫りにされているが、一部はすり減ったり見えにくくなったりしている。
P	杖はいまだに力でうずいている。その神秘を解き明かすには、あなたは……
C	……欠けたルーンや損なわれたルーンの形を突き止めねばならない。
C	……帯を、ルーンを浮き彫りにしたエーテリウムの新しい帯に取り替えねばならない。
C	……稲妻が杖を駆け抜ける間しっかりと握り続け、その魔法と同調せねばならない（ひどい火傷を負うか、少なくとも怯んで手を離してしまう危険を冒す）。
C	……チャージされた杖で数日練習せねばならない。
H3	磁力の杖
P	チャージ：◇◇◇
P	<b><i>稲妻が杖を駆け抜けた、</i></b>とき、杖は
P	チャージを3ホールドする（最大3）。
P	<b><i>杖がチャージをホールドしており、あなたが意志と感覚を</i></b><b><i>杖に通して集中させる</i></b>とき、<i>近距離</i>の範囲内の鉄、鋼、コバルト、ニッケルを感知し、そうした物をゆっくりとぎこちなく動かせる。操れるのは片手で持ち上げられる物だけである。
P	<b><i>杖に蓄えられた力を</i></b><b><i>引き出す</i></b>とき、1つ選ぶ：
B	効果を<i>遠距離</i>の範囲まで広げる
B	攻撃や防御ができるほど素早く、突然に物を動かす（<i>危険</i>）
B	あなたが床から持ち上げられるほどの、かなりの質量を持つ物を操る
P	杖の力を引き出すたびに、
P	1d6をロールする。出目が杖の現在のチャージより
P	大きければ、チャージを1失う。
P	48
