# minor-nerth-serpents-vigor · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 60c85c852075bce9d9a4c7bc86edf064a5d2d9cd0f93099ba53bfb54b15d94e4
# title: ネルス蛇の活力
# nav_label: ネルス蛇の活力
# description: 大森林の奥、ネルスの木へ至る試練の道、小アルカナム（Nerth Serpent's Vigor）。
PAGE	516
H3	森の中の小道
P	大森林（the Great Wood）の奥深くにひとつの石があり、森の民（Forest Folk）の粗雑な絵文字が刻まれている。試練に満ち、大いなる力へと至る道を示すものだ。
P	<b><i>夏至にその道へ踏み出す、</i></b>なら、その神秘を解き明かすことができる。だがあなたは……
C	……白き牡鹿の姿を認めるまで、曲がりくねった小道を黙ってたどらねばならない。
C	……牡鹿を何マイルも追い続け、ネルスの木まで導かれねばならない。
C	……その木に棲む奇妙な蛇（<i>ブックII</i>、371ページ）と組み合い、締め殺して、まだ温かいその心臓を食らわねばならない。
P	ある夏至に複数の者がその道をたどったなら、ネルスの木にたどり着けるのはそのうちひとりだけである。
H3	ネルス蛇の活力
P	活力：◇◇◇
P	<b><i>ネルス蛇を締め殺し、</i></b><b><i>まだ温かいその心臓を貪った</i></b>とき、活力を3ホールドする。
P	活力をホールドしている間、あなたはごくゆっくりとしか歳をとらない。
P	活力を1につき1つ消費して、次のことができる：
B	毒、病、呪いを振り払う
B	致命的な傷や負傷を生き延びる
B	永続的な負傷や障害から完全に回復する（数日の休息をとって）
B	並外れた力、武勇、忍耐の偉業を成し遂げる
P	活力を消費するたびに、あなたには野生の永続的な印（枝角、獣皮のような肌、獣の目など）が現れるか、そうした印がより顕著になる。それが何かを語ること。
