# minor-impudent-polymorph · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: d418e372accf9b344648e18b2c42a0474738ed2bbc2ebe54bb17cc7637273425
# title: 不遜なる変身
# nav_label: 不遜なる変身
# description: 緑の君の霊が縛られた大きな木の壺、小アルカナム（Impudent Polymorph）。
PAGE	525
H3	大きな木の壺
P	◇◇<b>、</b><i>かさばる</i><b>、</b><i>壊れやすい</i><b>、</b><i>魔法</i>
P	高さ30インチ、イチイの木を彫って作られ、角のある獅子の形の蓋がついて蝋で封じられている。
P	表面はひび割れ、赤い水晶の破片が突き刺さっている。触れると、激しい苛立ちと、ほんのわずかな恐れが感じられる。
P	壺の神秘を解き明かすには、あなたは……
C	……あなた自身の新鮮な血でその表面を洗わねばならない（HPを1d10失い、衰えを1つマークする）。
C	……この壺に縛られた傲慢な緑の君（Green Lord）の霊と交感せねばならない。
C	……赤い水晶を使って緑の君の霊を苦しめる方法を学ばねばならない。
C	……縛られた緑の君の霊を説き伏せ、あなたの姿を変えさせねばならない。
P	<b><i>壺が開けられた</i></b>なら、その魔法はすべて失われる。
H3	不遜なる変身
P	憤怒 ◇◇◇◇◇◇◇◇◇
P	<b><i>壺に縛られた緑の君の</i></b><b><i>牧歌的な死後の安らぎを妨げ、</i></b><b><i>あなたの姿を変えるよう要求した、</i></b>とき、その変化を描写し、思い切れるだけ選ぶ：
B	変化は望むだけ続く（そうでなければ、ムーブで6-を出すまで続く）
B	変化は素早く容易である（そうでなければ、数分、数時間さえかかる）
B	新しい姿にすぐ順応する（そうでなければ、衰えを1つマークする）
B	能力値を2つ選ぶ。変化が終わるまでその値を入れ替える
P	その後、+CHAでロールする。<b>10+なら</b>、霊はあなたの求めたとおりに変化をもたらす。<b>7〜9なら</b>、変化はもたらされるが、あなたは選んだ項目の数に等しい憤怒を得る。<b>6-なら</b>、霊は反逆してあなたの体を責め苛み、あなたがホールドしている憤怒1につき1d10ダメージを与える。生き延びたなら、憤怒をすべて消す。
