# minor-laoj-daveths-galvanic-infusion · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 19d905a17a1c6cdd4e449b0b3c9cfe444a196b16783503f90a520f79a999d42d
# title: ラオジ・ダヴェスの電撃の注入
# nav_label: ラオジ・ダヴェスの電撃の注入
# description: エーテリウムの力を体に取り込む術を記した巻物、小アルカナム（Laoj Daveth's Galvanic Infusion）。
PAGE	508
H3	古い巻物入れ
P	◇、<i>壊れやすい</i>
P	ひび割れ、年月に擦り切れた革の巻物入れ。
P	中には、ぼろぼろの手紙と、小さな青みがかった一対の地金が入っている。古い丘の民（Hillfolk）の方言で書かれた、弟子から師に宛てた手紙だ。エーテリウムから潜在する力を引き出す精神の鍛錬について記されている。
P	巻物から<b>ラオジ・ダヴェスの電撃の注入</b>を学ぶことができる。だが……
C	……手紙を翻訳せねばならない。
C	……数週間の熱心な研究が必要となる。
C	……エーテリウムの地金のひとつ（または別のエーテリウム源）を使い切ることになる。
C	……感電したり、もうひとつの地金も使い切ったりする危険を冒す。
H3	ラオジ・ダヴェスの電撃の注入
P	<b><i>エーテリウムのかけらに触れ、その力を</i></b><b><i>自らの内に引き込む</i></b>とき、+CONでロールする。<b>7+なら</b>、あなたは力を吸収してHPを1d8得る（これによって最大HPを超えてもよい）。<b>ただし7〜9なら</b>、エーテリウムは力を失い、白亜のような緑青の塊となって崩れる。
P	呪文はあなたが解くか、何らかのムーブで6-を出すまで続く。続いている間、あなたは眠る必要がなく、きわめて鋭敏で集中した状態を保つ——WISでのロールすべてに有利を得る。
P	数日以上起き続けていると、体はますます疲弊し、幻覚、被害妄想、依存の危険を冒す。
P	<b><i>呪文が終わった、</i></b>とき、HPを1d8失う。
