# minor-satchel-of-plenty · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: e2172e177076742f0754408e4040206b59916ac2710cf91f6947d8ae11852316
# title: 豊穣の鞄
# nav_label: 豊穣の鞄
# description: 秋と豊穣の精霊たちが棲むビーズ飾りの鞄、小アルカナム（Satchel of Plenty）。
PAGE	522
H3	ビーズ飾りの鞄
P	◇、<i>魔法</i>
P	厚く硬い革でできており、ありえないほど細かなビーズ細工で飾られている。模様は、実のたわわに生った木が様々な獲物や作物や穀物を覆い守る姿を描いている。細部は、あなたが見ていない間によく変わる。
P	この鞄には秋と豊穣の精霊たちが何体も棲んでいる。鞄の秘密を解き明かし精霊たちの助けを得るには、あなたは……
C	……とてつもない、危険なほどの量の酒を飲まねばならない。
C	……すっかり酔った状態で、係留された精霊たち（<b>本能</b> 心から、不器用に世話を焼き与える）と交感し、その友情を勝ち取らねばならない。
C	……収穫したての食料1余剰分を鞄に食わせねばならない（入るはずがないのに、入る）。
H3	豊穣の鞄
P	<b><i>収穫したての食料1余剰分を</i></b><b><i>鞄に食わせた</i></b>とき、入るはずがないのにそれは入る。次の秋の収穫まで、鞄は毎日食料を1使用分もたらす。それは新鮮で滋養に富むが、毎回異なる（そして鞄に食わせたものとはまるで違う）。
P	<b>1d6</b> 今日の食べ物は……
P	1 ひどくまずい、調理が必要
P	2 味気ないが我慢できる、調理が必要
P	3 美味しい、調理が必要
P	4 ひどくまずい、すぐ食べられる
P	5 味気ないが我慢できる、すぐ食べられる
P	6 美味しい、すぐ食べられる
P	<b><i>ある1日のうちに鞄から食料を</i></b><b><i>1使用より多く引き出した</i></b>とき、鞄は最大10使用分までもたらすが、次の秋に再び食わせるまで何も生み出さなくなる。
