# minor-fetchs-mask · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 566d48f52a56fa1adc910531afb21c47654fba3f9188395f841cc6d6af9ed4ab
# title: フェッチの仮面
# nav_label: フェッチの仮面
# description: 他人の完璧な分身に化ける不気味な仮面、小アルカナム（Fetch's Mask）。
PAGE	529
H3	不穏な仮面
P	しまっておくなら◇；<i>魔法</i> この硬い革のような仮面は、溶けた蝋に少し似ている。額には大きな真珠色の球が埋め込まれている。かぶろうとすると、ささやいているように思える。
P	この仮面には見かけ以上のものがある。その秘密を解き明かすには、あなたは……
C	……ひとりきりのときに仮面をかぶり、一昼夜、誰にも見られずに着けていなければならない。
C	……仮面を着けたまま、気づかれずに数時間、誰かを見張らねばならない。
C	……仮面に秘密を、あなたについて他の誰も知らないことを打ち明けねばならない（それが何かをGMと他のプレイヤーに告げる）。
C	……仮面に他人の秘密を、決して明かさないと約束したことを打ち明けねばならない（それが何かをGMと他のプレイヤーに告げる）。
H3	フェッチの仮面
P	見識 ◇◇◇
P	<b><i>仮面を着けて誰かの髪、</i></b><b><i>血、爪などを食べた</i></b>とき、あなたと仮面は次の日の出まで、あるいは仮面を外すまで、その者の完璧な分身となる。
P	<b><i>あなたがまとっている顔の持ち主を</i></b><b><i>知るNPCと関わる</i></b>とき、+CHAでロールする。<b>10+なら</b>、見識を3ホールドする。<b>7〜9なら</b>、見識を1ホールドする。<b>6-なら</b>、相手は深く疑いを抱く。相手と関わっている間、見識を1につき1つ消費して、GMに尋ねる：
B	相手は私が何をする／言うと予想しているか？
B	相手は私に何を望んでいる／求めているか？
B	私は相手からどんな秘密を隠しているか？
P	<b><i>誰かの顔をまとった後で</i></b><b><i>仮面を外す</i></b>とき、+CONでロールする。<b>10+なら</b>、痛むが無事に外れる。<b>7〜9なら</b>、顔がただれて痛み、衰えを1つマークする。<b>6-なら</b>、HPを1d4失い、衰えを1つマークし、仮面は消えない独特の傷跡を残す。
