# minor-the-eye-opened · ja · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: ja
# source_sha256: 0e13cd32e023a62ae38aa24b277b9f070ae4f81362a07bbb0531811102862835
# title: 開かれし眼
# nav_label: 開かれし眼
# description: 心の眼を開き精神とオーラを見る白く輝く「鍵」、小アルカナム（The Eye, Opened）。
PAGE	519
H3	……鍵？
P	<i>魔法</i>、<i>恐怖</i>
P	どこかの造り手（Makers）の宝物庫にひそかにしまい込まれた、白く輝く代物。鍵のような、と言えばいいのか。だが特定の鍵ではなく、むしろ鍵であることの<i>概念</i>そのものだ。まともに見ると痛む。自分の肉体が死にゆくものであることを思い知らされる。
P	あなたがこの鍵の神秘を解き明かすというより、鍵があなたを解き明かすのだ。ただし、あなたが……
C	……恐れを克服し、無理やりそれに触れるなら。
C	……それが心と魂を責め苛む間しっかりと握り、手放すのを拒むなら。
C	……ひどい偏頭痛と色の閃光に数週間耐え、心の新たな眼を鎮め制御することを学ぶなら。
H3	開かれし眼
P	<b><i>数分間静かに瞑想し、心の眼を開く</i></b>とき、それはあなたの額に輝く光の点として現れる。卑しい物質やエネルギーはあなたにとってぼんやりと色を失うが、精神とオーラは光り輝く細部まで見える。
P	<b><i>心の眼が開いている</i></b>間、あなたはGMに「ここにはどんな思考する存在がいるか？」と尋ね、
P	正直な答えを得ることができる。
P	<b><i>心の眼が開いている間に</i></b><b><i>洞察を求める</i></b>とき、尋ねられる質問は代わりに次のものになる：
B	彼らは嘘をついているか、欺こうとしているか？
B	彼らは今、本当は何を感じているか？
B	彼らは何をするつもりか？
B	ここで彼らが最も恐れているものは何か？
B	何かが彼らの心、感情、行動を支配しているか？そうなら、それは何か？
P	24
